ArticleID,NberID,WPDate,StatName,nber_
989,w0326,1979-03-01,sybl_count,333.0
989,w0326,1979-03-01,word_count,203.0
7382,w0330,1979-03-01,char_count,1273.0
7382,w0330,1979-03-01,dalechall_score,-12.066879778830963
7382,w0330,1979-03-01,flesch_score,36.22677922590839
7382,w0330,1979-03-01,fleschkincaid_score,-12.574609004739338
7382,w0330,1979-03-01,gunningfog_score,-17.270300157977882
7382,w0330,1979-03-01,notdalechall_count,101.0
7382,w0330,1979-03-01,polysyblword_count,54.0
7382,w0330,1979-03-01,sent_count,12.0
7382,w0330,1979-03-01,smog_score,-15.247664890283005
7382,w0330,1979-03-01,sybl_count,381.0
7382,w0330,1979-03-01,word_count,211.0
734,w0335,1979-04-01,char_count,541.0
734,w0335,1979-04-01,dalechall_score,-10.964736879432623
734,w0335,1979-04-01,flesch_score,39.73333333333335
734,w0335,1979-04-01,fleschkincaid_score,-11.60936170212766
734,w0335,1979-04-01,gunningfog_score,-16.053900709219857
734,w0335,1979-04-01,notdalechall_count,39.0
734,w0335,1979-04-01,polysyblword_count,23.0
734,w0335,1979-04-01,sent_count,6.0
734,w0335,1979-04-01,smog_score,-14.314028922438442
734,w0335,1979-04-01,sybl_count,168.0
734,w0335,1979-04-01,word_count,94.0
1050,w0343,1979-05-01,char_count,776.0
1050,w0343,1979-05-01,dalechall_score,-11.927012366412212
1050,w0343,1979-05-01,flesch_score,32.35345038167944
1050,w0343,1979-05-01,fleschkincaid_score,-15.255480916030535
1050,w0343,1979-05-01,gunningfog_score,-19.029618320610687
1050,w0343,1979-05-01,notdalechall_count,58.0
1050,w0343,1979-05-01,polysyblword_count,28.0
1050,w0343,1979-05-01,sent_count,5.0
1050,w0343,1979-05-01,smog_score,-16.647925096878797
1050,w0343,1979-05-01,sybl_count,229.0
1050,w0343,1979-05-01,word_count,131.0
6913,w0352,1979-05-01,char_count,561.0
6913,w0352,1979-05-01,dalechall_score,-9.881913333333333
6913,w0352,1979-05-01,flesch_score,45.738
6913,w0352,1979-05-01,fleschkincaid_score,-11.79866666666667
6913,w0352,1979-05-01,gunningfog_score,-15.596767676767678
6913,w0352,1979-05-01,notdalechall_count,33.0
6913,w0352,1979-05-01,polysyblword_count,19.0
6913,w0352,1979-05-01,sent_count,5.0
6913,w0352,1979-05-01,smog_score,-14.265292616868656
6913,w0352,1979-05-01,sybl_count,165.0
6913,w0352,1979-05-01,word_count,99.0
6645,w0356,1979-06-01,char_count,1269.0
6645,w0356,1979-06-01,dalechall_score,-9.409108607594936
6645,w0356,1979-06-01,flesch_score,51.06051265822785
6645,w0356,1979-06-01,fleschkincaid_score,-12.025151898734181
6645,w0356,1979-06-01,gunningfog_score,-15.387172995780592
6645,w0356,1979-06-01,notdalechall_count,69.0
6645,w0356,1979-06-01,polysyblword_count,35.0
6645,w0356,1979-06-01,sent_count,10.0
