ArticleID,NberID,WPDate,StatName,nber_
8773,w0013,1973-10-01,char_count,1176.0
8773,w0013,1973-10-01,dalechall_score,-10.541093971166449
8773,w0013,1973-10-01,flesch_score,37.45894495412847
8773,w0013,1973-10-01,fleschkincaid_score,-15.771310615989515
8773,w0013,1973-10-01,gunningfog_score,-19.42961992136304
8773,w0013,1973-10-01,notdalechall_count,74.0
8773,w0013,1973-10-01,polysyblword_count,38.0
8773,w0013,1973-10-01,sent_count,7.0
8773,w0013,1973-10-01,smog_score,-16.439396014739867
8773,w0013,1973-10-01,sybl_count,355.0
8773,w0013,1973-10-01,word_count,218.0
8086,h0017,1990-10-01,char_count,302.0
8086,h0017,1990-10-01,dalechall_score,-8.690835714285715
8086,h0017,1990-10-01,flesch_score,46.98285714285717
8086,h0017,1990-10-01,fleschkincaid_score,-13.66214285714286
8086,h0017,1990-10-01,gunningfog_score,-16.2
8086,h0017,1990-10-01,notdalechall_count,13.0
8086,h0017,1990-10-01,polysyblword_count,7.0
8086,h0017,1990-10-01,sent_count,2.0
8086,h0017,1990-10-01,smog_score,-13.81666964889586
8086,h0017,1990-10-01,sybl_count,87.0
8086,h0017,1990-10-01,word_count,56.0
1019,w0025,1973-12-01,char_count,780.0
1019,w0025,1973-12-01,dalechall_score,-11.988329437229437
1019,w0025,1973-12-01,flesch_score,35.15863636363639
1019,w0025,1973-12-01,fleschkincaid_score,-13.040043290043293
1019,w0025,1973-12-01,gunningfog_score,-16.330735930735933
1019,w0025,1973-12-01,notdalechall_count,62.0
1019,w0025,1973-12-01,polysyblword_count,29.0
1019,w0025,1973-12-01,sent_count,7.0
1019,w0025,1973-12-01,smog_score,-14.756829357015494
1019,w0025,1973-12-01,sybl_count,238.0
1019,w0025,1973-12-01,word_count,132.0
8775,w0042,1974-06-01,char_count,723.0
8775,w0042,1974-06-01,dalechall_score,-12.353461311475408
8775,w0042,1974-06-01,flesch_score,19.803426229508233
8775,w0042,1974-06-01,fleschkincaid_score,-16.5587868852459
8775,w0042,1974-06-01,gunningfog_score,-20.251803278688527
8775,w0042,1974-06-01,notdalechall_count,58.0
8775,w0042,1974-06-01,polysyblword_count,32.0
8775,w0042,1974-06-01,sent_count,5.0
8775,w0042,1974-06-01,smog_score,-17.58133193835471
8775,w0042,1974-06-01,sybl_count,234.0
8775,w0042,1974-06-01,word_count,122.0
6565,w0055,1974-09-01,char_count,1602.0
6565,w0055,1974-09-01,dalechall_score,-10.239278902953586
6565,w0055,1974-09-01,flesch_score,47.58451476793252
6565,w0055,1974-09-01,fleschkincaid_score,-13.164177215189873
6565,w0055,1974-09-01,gunningfog_score,-16.862447257383966
6565,w0055,1974-09-01,notdalechall_count,106.0
6565,w0055,1974-09-01,polysyblword_count,50.0
6565,w0055,1974-09-01,sent_count,12.0
6565,w0055,1974-09-01,smog_score,-14.790194502661404
6565,w0055,1974-09-01,sybl_count,495.0
6565,w0055,1974-09-01,word_count,316.0
1370,w0060,1974-10-01,char_count,389.0
1370,w0060,1974-10-01,dalechall_score,-12.342914583333332
1370,w0060,1974-10-01,flesch_score,25.234791666666695
1370,w0060,1974-10-01,fleschkincaid_score,-15.039375000000003
1370,w0060,1974-10-01,gunningfog_score,-20.40833333333333
1370,w0060,1974-10-01,notdalechall_count,31.0
1370,w0060,1974-10-01,polysyblword_count,19.0
1370,w0060,1974-10-01,sent_count,3.0
1370,w0060,1974-10-01,smog_score,-17.5058628484301
1370,w0060,1974-10-01,sybl_count,121.0
1370,w0060,1974-10-01,word_count,64.0
6486,w0067,1975-01-01,char_count,507.0
6486,w0067,1975-01-01,dalechall_score,-11.241527956989247
6486,w0067,1975-01-01,flesch_score,39.507217741935506
6486,w0067,1975-01-01,fleschkincaid_score,-13.524811827956993
6486,w0067,1975-01-01,gunningfog_score,-17.47204301075269
6486,w0067,1975-01-01,notdalechall_count,38.0
6486,w0067,1975-01-01,polysyblword_count,19.0
6486,w0067,1975-01-01,sent_count,4.0
6486,w0067,1975-01-01,smog_score,-15.579741850924794
6486,w0067,1975-01-01,sybl_count,158.0
6486,w0067,1975-01-01,word_count,93.0
6518,w0088,1975-05-01,char_count,532.0
6518,w0088,1975-05-01,dalechall_score,-9.560021649484536
6518,w0088,1975-05-01,flesch_score,44.419188144329894
6518,w0088,1975-05-01,fleschkincaid_score,-13.088118556701033
6518,w0088,1975-05-01,gunningfog_score,-15.47319587628866
6518,w0088,1975-05-01,notdalechall_count,29.0
6518,w0088,1975-05-01,polysyblword_count,14.0
6518,w0088,1975-05-01,sent_count,4.0
6518,w0088,1975-05-01,smog_score,-13.81666964889586
6518,w0088,1975-05-01,sybl_count,158.0
6518,w0088,1975-05-01,word_count,97.0
1270,w0090,1975-06-01,char_count,593.0
1270,w0090,1975-06-01,dalechall_score,-11.53692530612245
1270,w0090,1975-06-01,flesch_score,22.9205918367347
1270,w0090,1975-06-01,fleschkincaid_score,-14.931551020408165
1270,w0090,1975-06-01,gunningfog_score,-20.084897959183674
1270,w0090,1975-06-01,notdalechall_count,43.0
1270,w0090,1975-06-01,polysyblword_count,30.0
1270,w0090,1975-06-01,sent_count,5.0
1270,w0090,1975-06-01,smog_score,-17.122413403193683
1270,w0090,1975-06-01,sybl_count,190.0
1270,w0090,1975-06-01,word_count,98.0
6530,w0104,1975-09-01,char_count,554.0
6530,w0104,1975-09-01,dalechall_score,-9.138215315315314
6530,w0104,1975-09-01,flesch_score,55.198479729729755
6530,w0104,1975-09-01,fleschkincaid_score,-12.454121621621622
6530,w0104,1975-09-01,gunningfog_score,-14.343243243243245
6530,w0104,1975-09-01,notdalechall_count,29.0
6530,w0104,1975-09-01,polysyblword_count,9.0
6530,w0104,1975-09-01,sent_count,4.0
6530,w0104,1975-09-01,smog_score,-11.698219412168324
6530,w0104,1975-09-01,sybl_count,162.0
6530,w0104,1975-09-01,word_count,111.0
6437,w0112,1975-11-01,char_count,608.0
6437,w0112,1975-11-01,dalechall_score,-12.432088888888888
6437,w0112,1975-11-01,flesch_score,29.813333333333333
6437,w0112,1975-11-01,fleschkincaid_score,-15.808518518518522
6437,w0112,1975-11-01,gunningfog_score,-17.83703703703704
6437,w0112,1975-11-01,notdalechall_count,51.0
6437,w0112,1975-11-01,polysyblword_count,19.0
6437,w0112,1975-11-01,sent_count,4.0
6437,w0112,1975-11-01,smog_score,-15.579741850924794
6437,w0112,1975-11-01,sybl_count,191.0
6437,w0112,1975-11-01,word_count,108.0
7572,t0113,1991-10-01,char_count,632.0
7572,t0113,1991-10-01,dalechall_score,-11.780685932721711
7572,t0113,1991-10-01,flesch_score,33.16647553516822
7572,t0113,1991-10-01,fleschkincaid_score,-13.146376146788995
7572,t0113,1991-10-01,gunningfog_score,-17.541896024464833
7572,t0113,1991-10-01,notdalechall_count,50.0
7572,t0113,1991-10-01,polysyblword_count,28.0
7572,t0113,1991-10-01,sent_count,6.0
7572,t0113,1991-10-01,smog_score,-15.470042427545799
7572,t0113,1991-10-01,sybl_count,200.0
7572,t0113,1991-10-01,word_count,109.0
1120,w0121,1976-01-01,char_count,755.0
1120,w0121,1976-01-01,dalechall_score,-9.985399019607843
1120,w0121,1976-01-01,flesch_score,48.84156862745098
1120,w0121,1976-01-01,fleschkincaid_score,-12.077941176470594
1120,w0121,1976-01-01,gunningfog_score,-15.243137254901962
1120,w0121,1976-01-01,notdalechall_count,45.0
1120,w0121,1976-01-01,polysyblword_count,21.0
1120,w0121,1976-01-01,sent_count,6.0
1120,w0121,1976-01-01,smog_score,-13.81666964889586
1120,w0121,1976-01-01,sybl_count,217.0
1120,w0121,1976-01-01,word_count,136.0
6506,w0134,1979-04-01,char_count,806.0
6506,w0134,1979-04-01,dalechall_score,-10.696756823266218
6506,w0134,1979-04-01,flesch_score,47.63185123042507
6506,w0134,1979-04-01,fleschkincaid_score,-12.78493288590604
6506,w0134,1979-04-01,gunningfog_score,-15.034004474272932
6506,w0134,1979-04-01,notdalechall_count,55.0
6506,w0134,1979-04-01,polysyblword_count,19.0
6506,w0134,1979-04-01,sent_count,6.0
6506,w0134,1979-04-01,smog_score,-13.295006501635747
6506,w0134,1979-04-01,sybl_count,236.0
6506,w0134,1979-04-01,word_count,149.0
6478,w0135,1976-04-01,char_count,1422.0
6478,w0135,1976-04-01,dalechall_score,-10.485311583011583
6478,w0135,1976-04-01,flesch_score,29.599085424710438
6478,w0135,1976-04-01,fleschkincaid_score,-17.173701737451736
6478,w0135,1976-04-01,gunningfog_score,-21.135328185328188
6478,w0135,1976-04-01,notdalechall_count,86.0
6478,w0135,1976-04-01,polysyblword_count,53.0
6478,w0135,1976-04-01,sent_count,8.0
6478,w0135,1976-04-01,smog_score,-17.833180683606166
6478,w0135,1976-04-01,sybl_count,442.0
6478,w0135,1976-04-01,word_count,259.0
7142,w0137,1976-05-01,char_count,728.0
7142,w0137,1976-05-01,dalechall_score,-10.638389044289042
7142,w0137,1976-05-01,flesch_score,27.707878787878826
7142,w0137,1976-05-01,fleschkincaid_score,-21.236363636363638
7142,w0137,1976-05-01,gunningfog_score,-25.500233100233103
7142,w0137,1976-05-01,notdalechall_count,42.0
7142,w0137,1976-05-01,polysyblword_count,23.0
7142,w0137,1976-05-01,sent_count,3.0
7142,w0137,1976-05-01,smog_score,-18.946978176291534
7142,w0137,1976-05-01,sybl_count,221.0
7142,w0137,1976-05-01,word_count,143.0
6970,w0138,1976-05-01,char_count,1486.0
6970,w0138,1976-05-01,dalechall_score,-10.187789124668434
6970,w0138,1976-05-01,flesch_score,54.37545092838198
6970,w0138,1976-05-01,fleschkincaid_score,-11.21689655172414
6970,w0138,1976-05-01,gunningfog_score,-14.164456233421753
6970,w0138,1976-05-01,notdalechall_count,100.0
6970,w0138,1976-05-01,polysyblword_count,38.0
6970,w0138,1976-05-01,sent_count,13.0
6970,w0138,1976-05-01,smog_score,-12.896187039172386
6970,w0138,1976-05-01,sybl_count,445.0
6970,w0138,1976-05-01,word_count,290.0
1146,w0150,1976-09-01,char_count,586.0
1146,w0150,1976-09-01,dalechall_score,-12.080385148514852
1146,w0150,1976-09-01,flesch_score,37.134962871287144
1146,w0150,1976-09-01,fleschkincaid_score,-14.352549504950495
1146,w0150,1976-09-01,gunningfog_score,-18.41683168316832
1146,w0150,1976-09-01,notdalechall_count,46.0
1146,w0150,1976-09-01,polysyblword_count,21.0
1146,w0150,1976-09-01,sent_count,4.0
1146,w0150,1976-09-01,smog_score,-16.218646115125612
1146,w0150,1976-09-01,sybl_count,172.0
1146,w0150,1976-09-01,word_count,101.0
7144,w0153,1976-10-01,char_count,464.0
7144,w0153,1976-10-01,dalechall_score,-12.12875
7144,w0153,1976-10-01,flesch_score,22.62250000000003
7144,w0153,1976-10-01,fleschkincaid_score,-15.072500000000002
7144,w0153,1976-10-01,gunningfog_score,-18.0
7144,w0153,1976-10-01,notdalechall_count,38.0
7144,w0153,1976-10-01,polysyblword_count,20.0
7144,w0153,1976-10-01,sent_count,4.0
7144,w0153,1976-10-01,smog_score,-15.903189008614273
7144,w0153,1976-10-01,sybl_count,155.0
7144,w0153,1976-10-01,word_count,80.0
1132,w0172,1977-03-01,char_count,538.0
1132,w0172,1977-03-01,dalechall_score,-12.886379166666666
1132,w0172,1977-03-01,flesch_score,36.18750000000003
1132,w0172,1977-03-01,fleschkincaid_score,-14.174166666666668
1132,w0172,1977-03-01,gunningfog_score,-16.683333333333334
1132,w0172,1977-03-01,notdalechall_count,49.0
1132,w0172,1977-03-01,polysyblword_count,17.0
1132,w0172,1977-03-01,sent_count,4.0
1132,w0172,1977-03-01,smog_score,-14.90622815163357
1132,w0172,1977-03-01,sybl_count,166.0
1132,w0172,1977-03-01,word_count,96.0
1167,w0177,1977-05-01,char_count,340.0
1167,w0177,1977-05-01,dalechall_score,-13.747922222222222
1167,w0177,1977-05-01,flesch_score,14.930000000000007
1167,w0177,1977-05-01,fleschkincaid_score,-17.884444444444448
1167,w0177,1977-05-01,gunningfog_score,-21.17037037037037
1167,w0177,1977-05-01,notdalechall_count,30.0
1167,w0177,1977-05-01,polysyblword_count,14.0
1167,w0177,1977-05-01,sent_count,2.0
1167,w0177,1977-05-01,smog_score,-18.243605946275583
1167,w0177,1977-05-01,sybl_count,105.0
1167,w0177,1977-05-01,word_count,54.0
1069,w0178,1980-04-01,char_count,439.0
1069,w0178,1980-04-01,dalechall_score,-13.101184848484849
1069,w0178,1980-04-01,flesch_score,21.714090909090913
1069,w0178,1980-04-01,fleschkincaid_score,-15.696060606060607
1069,w0178,1980-04-01,gunningfog_score,-20.315151515151516
1069,w0178,1980-04-01,notdalechall_count,35.0
1069,w0178,1980-04-01,polysyblword_count,19.0
1069,w0178,1980-04-01,sent_count,3.0
1069,w0178,1980-04-01,smog_score,-17.5058628484301
1069,w0178,1980-04-01,sybl_count,127.0
1069,w0178,1980-04-01,word_count,66.0
6446,w0199,1977-08-01,char_count,485.0
6446,w0199,1977-08-01,dalechall_score,-10.299447368421053
6446,w0199,1977-08-01,flesch_score,42.02559210526317
6446,w0199,1977-08-01,fleschkincaid_score,-13.29776315789474
6446,w0199,1977-08-01,gunningfog_score,-16.236842105263158
6446,w0199,1977-08-01,notdalechall_count,33.0
6446,w0199,1977-08-01,polysyblword_count,16.0
6446,w0199,1977-08-01,sent_count,4.0
6446,w0199,1977-08-01,smog_score,-14.554592549557764
6446,w0199,1977-08-01,sybl_count,158.0
6446,w0199,1977-08-01,word_count,95.0
6685,w0201,1977-09-01,char_count,806.0
6685,w0201,1977-09-01,dalechall_score,-10.700933246753246
6685,w0201,1977-09-01,flesch_score,40.432740259740285
6685,w0201,1977-09-01,fleschkincaid_score,-15.271350649350651
6685,w0201,1977-09-01,gunningfog_score,-20.112207792207798
6685,w0201,1977-09-01,notdalechall_count,54.0
6685,w0201,1977-09-01,polysyblword_count,30.0
6685,w0201,1977-09-01,sent_count,5.0
6685,w0201,1977-09-01,smog_score,-17.122413403193683
6685,w0201,1977-09-01,sybl_count,246.0
6685,w0201,1977-09-01,word_count,154.0
7022,w0208,1977-10-01,char_count,426.0
7022,w0208,1977-10-01,dalechall_score,-11.782677662337662
7022,w0208,1977-10-01,flesch_score,53.866337662337685
7022,w0208,1977-10-01,fleschkincaid_score,-9.571844155844158
7022,w0208,1977-10-01,gunningfog_score,-10.835324675324676
7022,w0208,1977-10-01,notdalechall_count,36.0
7022,w0208,1977-10-01,polysyblword_count,9.0
7022,w0208,1977-10-01,sent_count,5.0
7022,w0208,1977-10-01,smog_score,-10.793553405168563
7022,w0208,1977-10-01,sybl_count,125.0
7022,w0208,1977-10-01,word_count,77.0
3791,t0222,1998-02-01,char_count,904.0
3791,t0222,1998-02-01,dalechall_score,-11.539446236559138
3791,t0222,1998-02-01,flesch_score,27.788360215053785
3791,t0222,1998-02-01,fleschkincaid_score,-15.801129032258064
3791,t0222,1998-02-01,gunningfog_score,-19.881720430107528
3791,t0222,1998-02-01,notdalechall_count,65.0
3791,t0222,1998-02-01,polysyblword_count,37.0
3791,t0222,1998-02-01,sent_count,6.0
3791,t0222,1998-02-01,smog_score,-17.315433740611066
3791,t0222,1998-02-01,sybl_count,280.0
3791,t0222,1998-02-01,word_count,155.0
7298,w0239,1980-05-01,char_count,618.0
7298,w0239,1980-05-01,dalechall_score,-11.404880952380951
7298,w0239,1980-05-01,flesch_score,31.939821428571463
7298,w0239,1980-05-01,fleschkincaid_score,-15.32559523809524
7298,w0239,1980-05-01,gunningfog_score,-19.261904761904763
7298,w0239,1980-05-01,notdalechall_count,43.0
7298,w0239,1980-05-01,polysyblword_count,23.0
7298,w0239,1980-05-01,sent_count,4.0
7298,w0239,1980-05-01,smog_score,-16.827784334635936
7298,w0239,1980-05-01,sybl_count,184.0
7298,w0239,1980-05-01,word_count,105.0
6957,w0241,1980-11-01,char_count,559.0
6957,w0241,1980-11-01,dalechall_score,-11.455038613861385
6957,w0241,1980-11-01,flesch_score,42.16070544554458
6957,w0241,1980-11-01,fleschkincaid_score,-13.651559405940596
6957,w0241,1980-11-01,gunningfog_score,-18.41683168316832
6957,w0241,1980-11-01,notdalechall_count,42.0
6957,w0241,1980-11-01,polysyblword_count,21.0
6957,w0241,1980-11-01,sent_count,4.0
6957,w0241,1980-11-01,smog_score,-16.218646115125612
6957,w0241,1980-11-01,sybl_count,166.0
6957,w0241,1980-11-01,word_count,101.0
7431,w0242,1980-11-01,char_count,483.0
7431,w0242,1980-11-01,dalechall_score,-10.062571910112359
7431,w0242,1980-11-01,flesch_score,47.370351123595526
7431,w0242,1980-11-01,fleschkincaid_score,-12.179634831460676
7431,w0242,1980-11-01,gunningfog_score,-15.192134831460676
7431,w0242,1980-11-01,notdalechall_count,30.0
7431,w0242,1980-11-01,polysyblword_count,14.0
7431,w0242,1980-11-01,sent_count,4.0
7431,w0242,1980-11-01,smog_score,-13.81666964889586
7431,w0242,1980-11-01,sybl_count,144.0
7431,w0242,1980-11-01,word_count,89.0
7288,w0243,1980-05-01,char_count,538.0
7288,w0243,1980-05-01,dalechall_score,-12.814422580645159
7288,w0243,1980-05-01,flesch_score,23.45387096774195
7288,w0243,1980-05-01,fleschkincaid_score,-17.68924731182796
7288,w0243,1980-05-01,gunningfog_score,-22.292473118279574
7288,w0243,1980-05-01,notdalechall_count,45.0
7288,w0243,1980-05-01,polysyblword_count,23.0
7288,w0243,1980-05-01,sent_count,3.0
7288,w0243,1980-05-01,smog_score,-18.946978176291534
7288,w0243,1980-05-01,sybl_count,167.0
7288,w0243,1980-05-01,word_count,93.0
6492,w0249,1978-06-01,char_count,560.0
6492,w0249,1978-06-01,dalechall_score,-10.36039818181818
6492,w0249,1978-06-01,flesch_score,50.01072727272728
6492,w0249,1978-06-01,fleschkincaid_score,-11.202707070707074
6492,w0249,1978-06-01,gunningfog_score,-14.78868686868687
6492,w0249,1978-06-01,notdalechall_count,36.0
6492,w0249,1978-06-01,polysyblword_count,17.0
6492,w0249,1978-06-01,sent_count,5.0
6492,w0249,1978-06-01,smog_score,-13.662883650711645
6492,w0249,1978-06-01,sybl_count,160.0
6492,w0249,1978-06-01,word_count,99.0
7437,w0250,1981-03-01,char_count,447.0
7437,w0250,1981-03-01,dalechall_score,-9.430762068965517
7437,w0250,1981-03-01,flesch_score,47.09655172413795
7437,w0250,1981-03-01,fleschkincaid_score,-13.89471264367816
7437,w0250,1981-03-01,gunningfog_score,-18.49655172413793
7437,w0250,1981-03-01,notdalechall_count,24.0
7437,w0250,1981-03-01,polysyblword_count,15.0
7437,w0250,1981-03-01,sent_count,3.0
7437,w0250,1981-03-01,smog_score,-15.903189008614273
7437,w0250,1981-03-01,sybl_count,134.0
7437,w0250,1981-03-01,word_count,87.0
6861,w0253,1978-07-01,char_count,709.0
6861,w0253,1978-07-01,dalechall_score,-10.621899402985076
6861,w0253,1978-07-01,flesch_score,42.631507462686585
6861,w0253,1978-07-01,fleschkincaid_score,-13.970955223880596
6861,w0253,1978-07-01,gunningfog_score,-18.18268656716418
6861,w0253,1978-07-01,notdalechall_count,48.0
6861,w0253,1978-07-01,polysyblword_count,25.0
6861,w0253,1978-07-01,sent_count,5.0
6861,w0253,1978-07-01,smog_score,-15.903189008614273
6861,w0253,1978-07-01,sybl_count,217.0
6861,w0253,1978-07-01,word_count,134.0
3888,t0276,2002-04-01,char_count,486.0
3888,t0276,2002-04-01,dalechall_score,-10.61621404255319
3888,t0276,2002-04-01,flesch_score,50.053000000000026
3888,t0276,2002-04-01,fleschkincaid_score,-10.948382978723405
3888,t0276,2002-04-01,gunningfog_score,-15.605106382978722
3888,t0276,2002-04-01,notdalechall_count,36.0
3888,t0276,2002-04-01,polysyblword_count,19.0
3888,t0276,2002-04-01,sent_count,5.0
3888,t0276,2002-04-01,smog_score,-14.265292616868656
3888,t0276,2002-04-01,sybl_count,153.0
3888,t0276,2002-04-01,word_count,94.0
7386,w0278,1980-12-01,char_count,681.0
7386,w0278,1980-12-01,dalechall_score,-11.477177192982456
7386,w0278,1980-12-01,flesch_score,7.228157894736881
7386,w0278,1980-12-01,fleschkincaid_score,-21.69140350877193
7386,w0278,1980-12-01,gunningfog_score,-26.778947368421054
7386,w0278,1980-12-01,notdalechall_count,43.0
7386,w0278,1980-12-01,polysyblword_count,33.0
7386,w0278,1980-12-01,sent_count,3.0
7386,w0278,1980-12-01,smog_score,-22.076135915942103
7386,w0278,1980-12-01,sybl_count,217.0
7386,w0278,1980-12-01,word_count,114.0
4038,t0280,2002-09-01,char_count,965.0
4038,t0280,2002-09-01,dalechall_score,-10.82702833957553
4038,t0280,2002-09-01,flesch_score,46.077409488139836
4038,t0280,2002-09-01,fleschkincaid_score,-11.745805243445698
4038,t0280,2002-09-01,gunningfog_score,-14.877403245942572
4038,t0280,2002-09-01,notdalechall_count,70.0
4038,t0280,2002-09-01,polysyblword_count,31.0
4038,t0280,2002-09-01,sent_count,9.0
4038,t0280,2002-09-01,smog_score,-13.731508374201276
4038,t0280,2002-09-01,sybl_count,296.0
4038,t0280,2002-09-01,word_count,178.0
4034,t0283,2002-10-01,char_count,1361.0
4034,t0283,2002-10-01,dalechall_score,-10.434579999999999
4034,t0283,2002-10-01,flesch_score,41.02400000000003
4034,t0283,2002-10-01,fleschkincaid_score,-13.748000000000001
4034,t0283,2002-10-01,gunningfog_score,-17.04
4034,t0283,2002-10-01,notdalechall_count,88.0
4034,t0283,2002-10-01,polysyblword_count,44.0
4034,t0283,2002-10-01,sent_count,10.0
4034,t0283,2002-10-01,smog_score,-15.112257680678326
4034,t0283,2002-10-01,sybl_count,415.0
4034,t0283,2002-10-01,word_count,250.0
7362,w0288,1978-10-01,char_count,927.0
7362,w0288,1978-10-01,dalechall_score,-10.411373809523809
7362,w0288,1978-10-01,flesch_score,42.00214285714287
7362,w0288,1978-10-01,fleschkincaid_score,-12.617857142857142
7362,w0288,1978-10-01,gunningfog_score,-17.923809523809524
7362,w0288,1978-10-01,notdalechall_count,61.0
7362,w0288,1978-10-01,polysyblword_count,40.0
7362,w0288,1978-10-01,sent_count,8.0
7362,w0288,1978-10-01,smog_score,-15.903189008614273
7362,w0288,1978-10-01,sybl_count,285.0
7362,w0288,1978-10-01,word_count,168.0
8280,t0301,2004-10-01,char_count,694.0
8280,t0301,2004-10-01,dalechall_score,-11.520065266106442
8280,t0301,2004-10-01,flesch_score,37.41004901960787
8280,t0301,2004-10-01,fleschkincaid_score,-12.968529411764706
8280,t0301,2004-10-01,gunningfog_score,-17.345098039215685
8280,t0301,2004-10-01,notdalechall_count,52.0
8280,t0301,2004-10-01,polysyblword_count,28.0
8280,t0301,2004-10-01,sent_count,6.0
8280,t0301,2004-10-01,smog_score,-15.470042427545799
8280,t0301,2004-10-01,sybl_count,210.0
8280,t0301,2004-10-01,word_count,119.0
967,w0319,1979-02-01,char_count,682.0
967,w0319,1979-02-01,dalechall_score,-10.669994076655053
967,w0319,1979-02-01,flesch_score,44.5609756097561
967,w0319,1979-02-01,fleschkincaid_score,-11.40919860627178
967,w0319,1979-02-01,gunningfog_score,-15.483855981416959
967,w0319,1979-02-01,notdalechall_count,48.0
967,w0319,1979-02-01,polysyblword_count,26.0
967,w0319,1979-02-01,sent_count,7.0
967,w0319,1979-02-01,smog_score,-14.138980108339055
967,w0319,1979-02-01,sybl_count,210.0
967,w0319,1979-02-01,word_count,123.0
3896,t0323,2006-06-01,char_count,417.0
3896,t0323,2006-06-01,dalechall_score,-13.318125
3896,t0323,2006-06-01,flesch_score,28.76000000000002
3896,t0323,2006-06-01,fleschkincaid_score,-19.185000000000002
3896,t0323,2006-06-01,gunningfog_score,-22.5
3896,t0323,2006-06-01,notdalechall_count,39.0
3896,t0323,2006-06-01,polysyblword_count,13.0
3896,t0323,2006-06-01,sent_count,2.0
3896,t0323,2006-06-01,smog_score,-17.693802365651003
3896,t0323,2006-06-01,sybl_count,130.0
3896,t0323,2006-06-01,word_count,80.0
8305,t0325,2006-06-01,char_count,797.0
8305,t0325,2006-06-01,dalechall_score,-10.86925601233299
8305,t0325,2006-06-01,flesch_score,39.99942446043167
8305,t0325,2006-06-01,fleschkincaid_score,-12.613278520041112
8305,t0325,2006-06-01,gunningfog_score,-15.712641315519015
8305,t0325,2006-06-01,notdalechall_count,55.0
8305,t0325,2006-06-01,polysyblword_count,27.0
8305,t0325,2006-06-01,sent_count,7.0
8305,t0325,2006-06-01,smog_score,-14.348710955821954
8305,t0325,2006-06-01,sybl_count,241.0
8305,t0325,2006-06-01,word_count,139.0
989,w0326,1979-03-01,char_count,1081.0
989,w0326,1979-03-01,dalechall_score,-10.728843842364531
989,w0326,1979-03-01,flesch_score,42.30203509852217
989,w0326,1979-03-01,fleschkincaid_score,-13.662900246305421
989,w0326,1979-03-01,gunningfog_score,-16.65246305418719
989,w0326,1979-03-01,notdalechall_count,75.0
989,w0326,1979-03-01,polysyblword_count,33.0
989,w0326,1979-03-01,sent_count,8.0
989,w0326,1979-03-01,smog_score,-14.731742533061166
