ArticleID,StatName,StatValue
41,word_count,362.0
41,sent_count,12.0
41,sybl_count,655.0
41,notdalechall_count,170.0
41,polysyblword_count,86.0
41,flesch_score,23.141247697974222
41,fleschkincaid_score,17.52582872928177
41,gunningfog_score,21.569429097605894
41,smog_score,18.422482065455632
41,dalechall_score,12.547960036832412
42,char_count,1057.0
42,word_count,175.0
42,sent_count,10.0
42,sybl_count,301.0
42,notdalechall_count,76.0
42,polysyblword_count,33.0
42,flesch_score,43.56050000000002
42,fleschkincaid_score,11.530999999999999
42,gunningfog_score,14.542857142857144
42,smog_score,13.506818969022046
42,dalechall_score,11.361871428571428
43,char_count,667.0
43,word_count,114.0
43,sent_count,5.0
43,sybl_count,200.0
43,notdalechall_count,45.0
43,polysyblword_count,28.0
43,flesch_score,35.27194736842108
43,fleschkincaid_score,14.003754385964912
43,gunningfog_score,18.94456140350877
43,smog_score,16.647925096878797
43,dalechall_score,11.000274736842103
44,char_count,762.0
44,word_count,139.0
44,sent_count,8.0
44,sybl_count,233.0
44,notdalechall_count,55.0
44,polysyblword_count,29.0
44,flesch_score,47.38786420863312
44,fleschkincaid_score,10.966106115107916
44,gunningfog_score,15.295323741007195
44,smog_score,14.005844860021309
44,dalechall_score,10.746141726618704
45,char_count,867.0
45,word_count,169.0
45,sent_count,6.0
45,sybl_count,263.0
45,notdalechall_count,58.0
45,polysyblword_count,25.0
45,flesch_score,46.590212031558195
45,fleschkincaid_score,13.758313609467459
45,gunningfog_score,17.18382642998028
45,smog_score,14.790194502661404
45,dalechall_score,10.452619921104535
46,char_count,987.0
46,word_count,174.0
46,sent_count,9.0
46,sybl_count,303.0
46,notdalechall_count,75.0
46,polysyblword_count,46.0
46,flesch_score,39.89097701149427
46,fleschkincaid_score,12.498275862068965
46,gunningfog_score,18.308045977011496
46,smog_score,16.04434344847333
46,dalechall_score,11.401467816091953
47,char_count,356.0
47,word_count,65.0
47,sent_count,4.0
47,sybl_count,109.0
47,notdalechall_count,24.0
47,polysyblword_count,14.0
47,flesch_score,48.47355769230771
47,fleschkincaid_score,10.535192307692311
47,gunningfog_score,15.115384615384617
47,smog_score,13.81666964889586
47,dalechall_score,10.272653846153846
48,char_count,833.0
48,word_count,159.0
48,sent_count,7.0
48,sybl_count,261.0
48,notdalechall_count,57.0
48,polysyblword_count,28.0
48,flesch_score,44.90830188679246
48,fleschkincaid_score,12.638382749326146
48,gunningfog_score,16.129739442946992
48,smog_score,14.554592549557764
48,dalechall_score,10.423694609164421
49,char_count,848.0
49,word_count,154.0
49,sent_count,5.0
49,sybl_count,256.0
49,notdalechall_count,56.0
49,polysyblword_count,31.0
49,flesch_score,34.93923376623377
49,fleschkincaid_score,16.03758441558442
49,gunningfog_score,20.371948051948053
49,smog_score,17.353723509956247
49,dalechall_score,10.90599818181818
50,char_count,680.0
50,word_count,105.0
50,sent_count,5.0
50,sybl_count,204.0
50,notdalechall_count,49.0
50,polysyblword_count,35.0
50,flesch_score,21.15428571428575
50,fleschkincaid_score,15.525714285714285
50,gunningfog_score,21.733333333333334
50,smog_score,18.243605946275583
50,dalechall_score,12.046766666666667
51,char_count,580.0
51,word_count,95.0
51,sent_count,3.0
51,sybl_count,176.0
51,notdalechall_count,38.0
51,polysyblword_count,26.0
51,flesch_score,17.96070175438598
51,fleschkincaid_score,18.62105263157895
51,gunningfog_score,23.6140350877193
51,smog_score,19.946969662950774
51,dalechall_score,11.523166666666667
52,char_count,1444.0
52,word_count,268.0
52,sent_count,6.0
52,sybl_count,450.0
52,notdalechall_count,111.0
52,polysyblword_count,56.0
52,flesch_score,19.446094527363186
52,fleschkincaid_score,21.643432835820896
52,gunningfog_score,26.224875621890547
52,smog_score,20.581828153500815
52,dalechall_score,12.391854726368157
53,char_count,594.0
53,word_count,101.0
53,sent_count,5.0
53,sybl_count,186.0
53,notdalechall_count,41.0
53,polysyblword_count,24.0
53,flesch_score,30.533980198019833
53,fleschkincaid_score,14.018693069306934
53,gunningfog_score,17.584950495049505
53,smog_score,15.6451
53,dalechall_score,11.04822198019802
54,char_count,553.0
54,word_count,88.0
54,sent_count,4.0
54,sybl_count,173.0
54,notdalechall_count,48.0
54,polysyblword_count,30.0
54,flesch_score,18.189090909090936
54,fleschkincaid_score,16.187727272727273
54,gunningfog_score,22.436363636363637
54,smog_score,18.7741
54,dalechall_score,13.340427272727272
55,char_count,614.0
55,word_count,102.0
55,sent_count,5.0
55,sybl_count,178.0
55,notdalechall_count,49.0
55,polysyblword_count,22.0
55,flesch_score,38.49370588235297
55,fleschkincaid_score,12.9581568627451
55,gunningfog_score,16.78745098039216
55,smog_score,15.112257680678326
55,dalechall_score,12.233732156862743
56,char_count,873.0
56,word_count,160.0
56,sent_count,8.0
56,sybl_count,279.0
56,notdalechall_count,73.0
56,polysyblword_count,38.0
56,flesch_score,39.013750000000044
56,fleschkincaid_score,12.786250000000003
56,gunningfog_score,17.5
56,smog_score,15.579741850924794
56,dalechall_score,11.832687499999999
57,char_count,762.0
57,word_count,135.0
57,sent_count,5.0
57,sybl_count,241.0
57,notdalechall_count,64.0
57,polysyblword_count,35.0
57,flesch_score,28.403333333333336
57,fleschkincaid_score,16.005185185185187
57,gunningfog_score,21.17037037037037
57,smog_score,18.243605946275583
57,dalechall_score,12.46132962962963
58,char_count,305.0
58,word_count,50.0
58,sent_count,2.0
58,sybl_count,92.0
58,notdalechall_count,27.0
58,polysyblword_count,12.0
58,flesch_score,25.79600000000002
58,fleschkincaid_score,15.872000000000003
58,gunningfog_score,19.6
58,smog_score,17.122413403193683
58,dalechall_score,13.4031
59,char_count,548.0
59,word_count,99.0
59,sent_count,7.0
59,sybl_count,164.0
59,notdalechall_count,34.0
59,polysyblword_count,17.0
59,flesch_score,52.33454545454549
59,fleschkincaid_score,9.473189033189033
59,gunningfog_score,12.525829725829725
59,smog_score,12.031772070788634
59,dalechall_score,9.760813997113997
60,char_count,917.0
60,word_count,143.0
60,sent_count,5.0
60,sybl_count,274.0
60,notdalechall_count,74.0
60,polysyblword_count,42.0
60,flesch_score,15.705300699300722
60,fleschkincaid_score,18.173790209790212
60,gunningfog_score,23.188251748251748
60,smog_score,19.686211704642208
60,dalechall_score,13.22610895104895
61,char_count,671.0
61,word_count,120.0
61,sent_count,6.0
61,sybl_count,212.0
61,notdalechall_count,51.0
61,polysyblword_count,35.0
61,flesch_score,37.075000000000045
61,fleschkincaid_score,13.056666666666668
61,gunningfog_score,19.66666666666667
61,smog_score,16.92669308720184
61,dalechall_score,11.33925
62,char_count,671.0
62,word_count,124.0
62,sent_count,5.0
62,sybl_count,209.0
62,notdalechall_count,43.0
62,polysyblword_count,23.0
62,flesch_score,39.07106451612904
62,fleschkincaid_score,13.970709677419357
62,gunningfog_score,17.339354838709678
62,smog_score,15.381575749822971
62,dalechall_score,10.342144516129032
63,char_count,819.0
63,word_count,163.0
63,sent_count,6.0
63,sybl_count,254.0
63,notdalechall_count,62.0
63,polysyblword_count,25.0
63,flesch_score,47.4301584867076
63,fleschkincaid_score,13.392730061349697
63,gunningfog_score,17.00163599182004
63,smog_score,14.790194502661404
63,dalechall_score,10.989978936605315
64,char_count,593.0
64,word_count,95.0
64,sent_count,5.0
64,sybl_count,178.0
64,notdalechall_count,45.0
64,polysyblword_count,23.0
64,flesch_score,29.03631578947369
64,fleschkincaid_score,13.929473684210528
64,gunningfog_score,17.28421052631579
64,smog_score,15.381575749822971
64,dalechall_score,12.058373684210524
65,char_count,1586.0
65,word_count,292.0
65,sent_count,10.0
65,sybl_count,468.0
65,notdalechall_count,124.0
65,polysyblword_count,55.0
65,flesch_score,41.605219178082194
65,fleschkincaid_score,14.710328767123288
65,gunningfog_score,19.214246575342468
65,smog_score,16.52667757954773
65,dalechall_score,11.790162465753422
66,char_count,865.0
66,word_count,167.0
66,sent_count,6.0
66,sybl_count,250.0
66,notdalechall_count,52.0
66,polysyblword_count,21.0
66,flesch_score,51.937460079840335
66,fleschkincaid_score,12.929670658682635
66,gunningfog_score,16.16327345309381
66,smog_score,13.81666964889586
66,dalechall_score,9.933680039920159
67,char_count,842.0
67,word_count,152.0
67,sent_count,8.0
67,sybl_count,257.0
67,notdalechall_count,57.0
67,polysyblword_count,26.0
67,flesch_score,44.5092105263158
67,fleschkincaid_score,11.771315789473686
67,gunningfog_score,14.442105263157897
67,smog_score,13.427899808715576
67,dalechall_score,10.500149999999998
68,char_count,626.0
68,word_count,95.0
68,sent_count,5.0
68,sybl_count,188.0
68,notdalechall_count,47.0
68,polysyblword_count,30.0
68,flesch_score,20.131052631578967
68,fleschkincaid_score,15.17157894736842
68,gunningfog_score,20.231578947368423
68,smog_score,17.122413403193683
68,dalechall_score,12.390794736842103
69,char_count,320.0
69,word_count,64.0
69,sent_count,3.0
69,sybl_count,99.0
69,notdalechall_count,19.0
69,polysyblword_count,13.0
69,flesch_score,54.31604166666668
69,fleschkincaid_score,10.983125000000001
69,gunningfog_score,16.65833333333333
69,smog_score,15.021129683784007
69,dalechall_score,9.382289583333332
70,char_count,380.0
70,word_count,61.0
70,sent_count,3.0
70,sybl_count,111.0
70,notdalechall_count,26.0
70,polysyblword_count,14.0
70,flesch_score,32.25240437158473
70,fleschkincaid_score,13.812131147540985
70,gunningfog_score,17.31366120218579
70,smog_score,15.470042427545799
70,dalechall_score,11.37519726775956
71,char_count,355.0
71,word_count,57.0
71,sent_count,3.0
71,sybl_count,110.0
71,notdalechall_count,29.0
71,polysyblword_count,16.0
71,flesch_score,24.28684210526319
71,fleschkincaid_score,14.591929824561404
71,gunningfog_score,18.828070175438597
71,smog_score,16.32212239822248
71,dalechall_score,12.612408771929823
72,char_count,673.0
72,word_count,131.0
72,sent_count,6.0
72,sybl_count,202.0
72,notdalechall_count,48.0
72,polysyblword_count,21.0
72,flesch_score,54.22225826972013
72,fleschkincaid_score,11.120419847328243
72,gunningfog_score,15.145547073791347
72,smog_score,13.81666964889586
72,dalechall_score,10.505082188295166
73,char_count,619.0
73,word_count,110.0
73,sent_count,4.0
73,sybl_count,200.0
73,notdalechall_count,44.0
73,polysyblword_count,25.0
73,flesch_score,25.1043181818182
73,fleschkincaid_score,16.58954545454546
73,gunningfog_score,20.090909090909093
73,smog_score,17.410965686947208
73,dalechall_score,11.316500000000001
74,char_count,337.0
74,word_count,60.0
74,sent_count,2.0
74,sybl_count,95.0
74,notdalechall_count,24.0
74,polysyblword_count,10.0
74,flesch_score,42.43500000000003
74,fleschkincaid_score,14.793333333333335
74,gunningfog_score,18.666666666666668
74,smog_score,15.903189008614273
74,dalechall_score,11.4405
75,char_count,446.0
75,word_count,76.0
75,sent_count,3.0
75,sybl_count,136.0
75,notdalechall_count,33.0
75,polysyblword_count,18.0
75,flesch_score,29.732192982456155
75,fleschkincaid_score,15.405789473684212
75,gunningfog_score,19.60701754385965
75,smog_score,17.122413403193683
75,dalechall_score,11.749217543859649
76,char_count,1101.0
76,word_count,182.0
76,sent_count,10.0
76,sybl_count,340.0
76,notdalechall_count,78.0
76,polysyblword_count,51.0
76,flesch_score,30.318043956043994
76,fleschkincaid_score,13.551956043956043
76,gunningfog_score,18.48879120879121
76,smog_score,16.03029750255766
76,dalechall_score,11.306362857142856
77,char_count,843.0
77,word_count,170.0
77,sent_count,9.0
77,sybl_count,245.0
77,notdalechall_count,45.0
77,polysyblword_count,23.0
77,flesch_score,65.7392483660131
77,fleschkincaid_score,8.782549019607846
77,gunningfog_score,12.967320261437909
77,smog_score,12.261556223090622
77,dalechall_score,8.75309477124183
78,char_count,850.0
78,word_count,152.0
78,sent_count,5.0
78,sybl_count,256.0
78,notdalechall_count,58.0
78,polysyblword_count,27.0
78,flesch_score,33.49478947368425
78,fleschkincaid_score,16.13968421052632
78,gunningfog_score,19.265263157894736
78,smog_score,16.404322709996244
78,dalechall_score,11.169471578947368
79,char_count,734.0
79,word_count,124.0
79,sent_count,5.0
79,sybl_count,219.0
79,notdalechall_count,55.0
79,polysyblword_count,26.0
79,flesch_score,32.24848387096776
79,fleschkincaid_score,14.922322580645162
79,gunningfog_score,18.30709677419355
79,smog_score,16.15616582465906
79,dalechall_score,11.870209032258064
80,char_count,713.0
80,word_count,127.0
80,sent_count,5.0
80,sybl_count,204.0
80,notdalechall_count,40.0
80,polysyblword_count,19.0
80,flesch_score,45.16108661417323
80,fleschkincaid_score,13.27033070866142
80,gunningfog_score,16.144251968503937
80,smog_score,14.265292616868656
80,dalechall_score,9.869568346456692
81,char_count,799.0
81,word_count,138.0
81,sent_count,5.0
81,sybl_count,232.0
81,notdalechall_count,54.0
81,polysyblword_count,29.0
81,flesch_score,36.59491304347827
81,fleschkincaid_score,15.01168115942029
81,gunningfog_score,19.445797101449276
81,smog_score,16.887214914478655
81,dalechall_score,11.184155652173912
82,char_count,1163.0
82,word_count,201.0
82,sent_count,7.0
82,sybl_count,354.0
82,notdalechall_count,83.0
82,polysyblword_count,46.0
82,flesch_score,28.692985074626876
82,fleschkincaid_score,16.39066098081024
82,gunningfog_score,20.63994314143568
82,smog_score,17.77360955136429
82,dalechall_score,11.580977327647476
83,char_count,799.0
83,word_count,140.0
83,sent_count,6.0
83,sybl_count,227.0
83,notdalechall_count,56.0
83,polysyblword_count,28.0
83,flesch_score,45.97880952380953
83,fleschkincaid_score,12.642857142857144
83,gunningfog_score,17.333333333333332
83,smog_score,15.470042427545799
83,dalechall_score,11.109833333333334
84,char_count,849.0
84,word_count,156.0
84,sent_count,6.0
84,sybl_count,263.0
84,notdalechall_count,64.0
84,polysyblword_count,29.0
84,flesch_score,37.818076923076944
84,fleschkincaid_score,14.443589743589744
84,gunningfog_score,17.835897435897436
84,smog_score,15.688483145680365
84,dalechall_score,11.404048717948717
85,char_count,756.0
85,word_count,137.0
85,sent_count,6.0
85,sybl_count,229.0
85,notdalechall_count,52.0
85,polysyblword_count,28.0
85,flesch_score,42.2474878345499
85,fleschkincaid_score,13.039087591240877
85,gunningfog_score,17.30851581508516
85,smog_score,15.470042427545799
85,dalechall_score,10.762318004866179
86,char_count,496.0
86,word_count,87.0
86,sent_count,4.0
86,sybl_count,154.0
86,notdalechall_count,35.0
86,polysyblword_count,25.0
86,flesch_score,35.007025862068986
86,fleschkincaid_score,13.779856321839082
86,gunningfog_score,20.19425287356322
86,smog_score,17.410965686947208
86,dalechall_score,11.067598850574711
87,char_count,467.0
87,word_count,91.0
87,sent_count,5.0
87,sybl_count,142.0
87,notdalechall_count,28.0
87,polysyblword_count,15.0
87,flesch_score,56.34881318681323
87,fleschkincaid_score,9.921186813186814
87,gunningfog_score,13.873406593406594
87,smog_score,13.023866798666859
87,dalechall_score,9.397681538461539
88,char_count,862.0
88,word_count,152.0
88,sent_count,7.0
88,sybl_count,265.0
88,notdalechall_count,77.0
88,polysyblword_count,29.0
88,flesch_score,37.301578947368455
88,fleschkincaid_score,13.450939849624064
88,gunningfog_score,16.317293233082708
88,smog_score,14.756829357015494
88,dalechall_score,12.712410150375938
89,char_count,926.0
89,word_count,163.0
89,sent_count,12.0
89,sybl_count,285.0
89,notdalechall_count,60.0
89,polysyblword_count,32.0
89,flesch_score,45.1276712678937
89,fleschkincaid_score,10.339401840490797
89,gunningfog_score,13.286094069529653
89,smog_score,12.457975602129121
89,dalechall_score,10.12250327198364
90,char_count,651.0
90,word_count,118.0
