InstID,ArticleID,AuthorID
13,3068,1173
13,3068,3707
494,3068,3710
5,3068,3710
589,3068,3710
539,3069,814
494,3069,2605
10,3069,2605
32,3070,519
32,3070,2183
32,3070,2364
464,3071,3318
233,3071,4132
3,3072,3532
494,3072,3532
504,3072,3532
8,3072,4885
494,3072,4885
509,3073,1640
253,3073,1640
399,3073,1640
509,3073,5995
44,3073,5995
16,3074,301
114,3074,512
5,3075,3423
518,3075,3423
494,3075,3423
494,3075,4997
44,3075,4997
8,3076,3067
1,3076,3473
15,3076,3530
8,3077,2746
494,3077,2746
27,3077,3500
494,3078,4726
16,3078,4726
504,3078,4726
68,3078,4826
494,3078,4826
673,3079,218
292,3079,2554
8,3079,2984
494,3079,2984
541,3079,2984
504,3079,2984
5,3080,489
24,3080,5234
12,3080,5234
10,3081,99
284,3081,99
3,3081,4322
504,3082,3677
494,3082,3677
3,3082,3677
494,3082,5227
1,3082,5227
175,3083,1651
2,3083,4673
494,3084,778
4,3084,778
494,3084,1578
10,3084,1578
249,3085,5686
504,3085,5686
169,3085,5686
504,3085,7032
101,3085,7032
617,3085,7032
262,3086,5691
504,3086,5691
3,3087,712
494,3087,712
8,3088,587
8,3088,1213
494,3089,4390
617,3089,4390
101,3089,4390
101,3089,5845
617,3089,5845
3,3090,1636
494,3090,3274
14,3090,3274
20,3091,2793
4,3092,470
9,3093,5997
494,3093,5997
2,3094,187
5,3094,4131
4,3095,5919
4,3095,6281
3,3096,191
494,3097,3966
542,3097,3966
1,3097,3966
494,3097,4311
4,3097,4311
494,3098,2320
6,3098,2320
31,3099,3495
504,3099,4615
3,3099,4615
494,3099,4615
9,3099,5608
494,3099,5608
4,3100,1888
2,3101,215
494,3101,215
494,3101,2472
1,3101,2472
13,3102,933
9,3102,5456
617,3102,5456
2,3103,9
494,3103,9
494,3103,2412
14,3103,2412
494,3103,5505
6,3103,5505
3,3104,1341
213,3105,2111
457,3105,5996
3,3106,6592
5,3107,1492
693,3108,1095
693,3108,2783
675,3109,87
3,3109,1340
638,3109,1536
466,3110,2395
449,3110,2395
3,3110,5289
215,3111,2319
542,3111,2457
3,3111,2457
553,3111,3380
524,3111,3380
170,3111,3380
494,3112,4898
3,3112,4898
494,3112,5486
3,3112,5486
3,3112,8453
494,3112,8453
3,3113,4805
10,3113,5298
32,3114,1998
29,3114,4022
494,3114,4022
504,3115,98
2,3115,98
494,3115,98
494,3115,746
2,3115,746
581,3115,4762
494,3116,2958
51,3116,2958
617,3116,3156
494,3116,5446
9,3116,5446
494,3117,4739
9,3117,4739
495,3117,5259
494,3117,5259
581,3117,5259
504,3117,5259
514,3118,2029
47,3118,2029
51,3119,348
3,3119,1636
494,3120,67
4,3120,67
4,3120,147
2,3121,263
9,3121,1006
6,3121,1750
51,3121,4675
2,3122,1525
540,3122,1525
412,3122,1525
2,3122,4626
494,3122,4626
494,3123,1133
1,3123,1133
1,3123,1195
494,3123,1195
151,3123,1276
16,3124,100
16,3124,1979
617,3124,1979
247,3124,5647
504,3124,5647
494,3125,1867
67,3125,1867
32,3125,6121
13,3126,2753
13,3126,6224
14,3127,921
494,3127,2904
16,3127,2904
494,3128,204
8,3128,204
21,3128,859
349,3128,3306
504,3128,3306
17,3129,4632
537,3129,6075
494,3130,4707
252,3130,4707
504,3130,4707
16,3130,5660
494,3130,5660
494,3130,5880
504,3130,5880
31,3130,5880
504,3131,1849
247,3131,1849
163,3132,2424
53,3132,2424
494,3132,2424
21,3132,3528
21,3132,3795
494,3132,3795
412,3133,1281
40,3133,1281
412,3133,1437
412,3133,2313
6,3133,2313
11,3134,1487
494,3134,1487
16,3134,1650
16,3134,5261
52,3135,737
585,3135,3237
15,3136,3714
494,3136,3714
5,3136,4508
494,3136,4508
18,3137,2924
31,3138,5702
34,3139,148
494,3139,1218
34,3139,1218
504,3140,5781
349,3140,5781
494,3140,6813
101,3140,6813
617,3140,6813
18,3141,2761
494,3141,2761
1,3142,304
494,3142,304
643,3142,2124
6,3142,2124
1,3142,2714
494,3142,2714
8,3143,297
14,3143,1051
8,3143,4224
14,3144,1537
10,3144,2611
3,3145,1736
494,3145,1736
494,3145,5819
8,3145,5819
11,3146,2932
494,3146,2932
21,3146,4810
494,3147,299
16,3147,299
494,3147,2904
16,3147,2904
38,3148,1994
609,3148,4926
39,3148,4926
9,3149,4692
14,3149,5039
494,3150,775
3,3150,775
494,3151,933
13,3151,933
494,3151,3001
6,3151,3001
29,3151,5753
9,3152,720
617,3153,812
13,3153,3426
617,3153,3426
494,3153,3426
617,3153,3805
13,3153,3805
494,3153,3805
170,3154,5706
4,3155,2162
477,3156,1652
494,3156,4422
11,3156,4422
476,3156,5213
4,3157,876
4,3157,2931
494,3157,2931
11,3158,3266
494,3158,3266
1,3158,3966
494,3158,3966
542,3158,3966
3,3159,1875
1,3159,2317
494,3159,2317
477,3159,2317
3,3159,8453
630,3160,1068
20,3160,2008
494,3160,2008
2,3161,1484
494,3161,1484
8,3161,3005
494,3162,4106
3,3162,4106
253,3163,980
101,3164,5669
494,3164,5669
617,3164,5669
8,3165,413
170,3165,4582
247,3165,4582
12,3166,798
494,3166,798
12,3166,3243
494,3166,3243
617,3167,2416
11,3168,3606
494,3168,4422
11,3168,4422
488,3168,5387
8,3169,4718
617,3169,4718
16,3169,4766
617,3169,4766
18,3170,4015
68,3170,4826
28,3171,1339
25,3171,5917
504,3171,5917
467,3171,5917
249,3172,873
2,3172,4814
13,3173,446
10,3174,403
494,3174,3805
617,3174,3805
13,3174,3805
494,3174,5239
504,3174,5239
13,3174,5239
351,3175,1557
23,3175,2379
75,3175,2765
253,3175,5154
494,3176,271
617,3176,271
10,3176,271
101,3176,4390
494,3176,4390
617,3176,4390
192,3177,2867
169,3177,2867
2,3177,4281
169,3177,4281
504,3178,1701
624,3178,1701
504,3178,3550
496,3178,3550
273,3178,3550
504,3178,3552
5,3178,3552
8,3179,3269
494,3179,3269
76,3179,5294
598,3179,5294
3,3180,156
494,3180,156
14,3180,4384
494,3180,4384
1,3181,1133
1,3181,5328
13,3182,5470
3,3183,4956
415,3184,426
8,3184,4677
170,3185,703
524,3185,703
9,3185,4322
3,3185,4322
524,3185,7229
170,3185,7229
494,3186,1636
3,3186,1636
617,3186,3708
5,3187,4055
36,3188,2027
213,3189,179
213,3189,1677
5,3190,702
494,3190,702
14,3190,4384
494,3190,4384
3,3191,2761
494,3191,2761
2,3192,1561
212,3193,134
617,3193,342
617,3193,4933
3,3193,4933
5,3194,1875
3,3194,1875
494,3194,3967
66,3194,3967
3,3194,8453
5,3194,8453
3,3195,2696
494,3195,2696
3,3195,3861
208,3196,2333
254,3196,2890
544,3196,2890
545,3196,6146
254,3196,6146
504,3197,1576
253,3197,1576
357,3197,1656
504,3197,1656
25,3198,389
2,3199,108
494,3199,108
494,3199,4070
1,3199,4070
351,3200,3052
370,3200,3052
399,3200,3648
351,3200,3648
173,3200,5165
169,3201,839
451,3201,839
11,3201,2077
451,3201,6066
11,3201,6066
494,3202,1198
11,3202,1198
23,3203,3874
611,3203,5140
283,3203,5140
6,3204,3415
6,3204,3581
6,3204,5851
11,3205,5222
10,3205,5222
16,3206,100
285,3206,4595
617,3207,3171
3,3208,176
35,3208,2838
13,3209,121
10,3209,875
1,3209,1934
494,3209,1934
617,3210,2928
617,3211,1496
617,3211,4933
3,3211,4933
538,3212,613
395,3212,613
5,3212,4518
12,3213,225
494,3213,2847
12,3213,2847
530,3213,5533
9,3214,1006
42,3215,3867
6,3216,1368
180,3216,3129
334,3216,3129
494,3217,1419
9,3217,1419
2,3218,1624
2,3218,2279
494,3219,13
11,3219,13
513,3219,4617
494,3220,5608
9,3220,5608
3,3220,6004
617,3221,3643
617,3221,3672
101,3221,3672
494,3221,3672
3,3222,4898
494,3222,4898
3,3222,8453
494,3222,8453
32,3223,519
32,3223,5620
16,3224,3807
617,3224,3807
504,3224,3883
10,3224,3883
494,3224,3883
258,3225,969
258,3225,2560
14,3226,3508
258,3227,1946
10,3227,2218
45,3227,3871
2,3228,1986
494,3228,1986
15,3228,3708
617,3229,2928
2,3230,263
338,3230,4221
494,3231,209
2,3231,209
494,3231,1429
51,3231,1429
1,3232,4070
3,3232,6592
617,3232,6592
494,3233,156
3,3233,156
494,3233,775
3,3233,775
494,3234,1832
9,3234,1832
494,3234,3001
13,3234,3001
38,3234,3404
494,3234,3404
494,3235,1996
1,3235,1996
3,3235,3090
494,3235,3090
714,3236,2506
714,3236,3299
714,3236,5811
42,3237,5428
494,3238,1412
1,3238,1412
48,3239,4191
617,3240,430
101,3240,5913
617,3240,5913
295,3241,1577
295,3241,4988
3,3242,1875
5,3242,1875
3,3242,3559
2,3243,541
494,3243,541
418,3244,318
340,3244,565
6,3244,6017
2,3245,1565
1,3245,2317
494,3246,2761
3,3246,2761
3,3247,498
3,3247,4158
494,3248,3515
2,3248,3515
2,3248,5502
494,3248,5502
19,3249,83
19,3249,1315
499,3249,1315
19,3249,1403
494,3249,1403
19,3249,5086
22,3250,3403
2,3250,4139
411,3251,5186
504,3251,5186
504,3252,2236
494,3252,2236
4,3252,2236
11,3252,4609
504,3252,4609
494,3252,4609
428,3253,4228
425,3253,5232
8,3254,1737
494,3254,4385
24,3254,4385
494,3254,4938
213,3254,4938
29,3255,1135
213,3256,1116
540,3256,1116
581,3256,1810
4,3257,4255
16,3257,4766
494,3258,2916
2,3258,2916
199,3258,3412
321,3258,3412
494,3258,3412
620,3258,4366
337,3258,4366
8,3259,2043
58,3260,4541
11,3261,1487
494,3261,1487
9,3261,4739
494,3261,4739
93,3262,948
494,3262,4209
8,3262,4209
617,3262,5528
504,3263,4295
581,3263,4295
494,3263,4386
9,3263,4386
546,3263,4386
504,3263,4386
160,3264,4918
1,3265,1133
1,3265,5328
485,3266,727
494,3266,2317
1,3266,2317
14,3267,3542
9,3268,4322
87,3268,5343
66,3268,5343
309,3269,2301
504,3269,2301
629,3269,2301
477,3269,3083
629,3269,4467
504,3269,4467
309,3269,4467
14,3270,1051
24,3270,2103
246,3270,4010
68,3270,4010
13,3271,446
13,3271,1464
412,3271,1464
5,3271,3874
68,3272,4826
3,3273,2787
494,3273,2787
3,3273,3381
494,3273,3381
425,3273,4147
11,3274,4688
494,3274,4688
494,3275,2904
16,3275,2904
16,3275,3730
494,3275,3730
1,3276,1133
3,3276,5855
4,3277,882
4,3277,7411
3,3278,4380
10,3279,2962
1,3280,3008
494,3280,3008
617,3281,1474
67,3281,1474
494,3281,1832
430,3281,1832
2,3282,1630
106,3282,3121
494,3283,2940
1,3283,2940
215,3283,3287
494,3283,3287
213,3283,3937
494,3283,3937
13,3284,5982
3,3285,5855
411,3286,4903
326,3286,4994
17,3286,4994
494,3287,236
3,3287,236
2,3287,923
494,3287,3401
2,3287,3401
494,3288,2941
3,3288,2941
3,3288,3274
494,3288,3274
2,3289,457
2,3289,1627
1,3290,215
1,3290,1133
2,3291,263
578,3291,714
2,3291,4281
578,3291,5318
13,3292,5153
114,3292,5769
6,3293,935
578,3293,3766
617,3294,1979
24,3294,4385
494,3294,4385
95,3294,5432
6,3295,680
509,3295,5018
494,3295,5018
478,3295,5018
347,3296,515
3,3296,2592
3,3296,5163
255,3297,370
16,3297,3730
599,3298,32
617,3298,3337
12,3299,2848
494,3299,2848
48,3299,4191
48,3299,7940
18,3300,504
494,3301,4252
12,3301,4252
617,3301,5612
78,3301,5612
16,3301,5673
5,3301,5673
115,3302,3330
494,3302,3330
617,3302,3719
494,3303,4873
5,3303,4873
494,3304,91
5,3304,91
44,3304,3231
509,3305,1768
275,3305,1768
317,3305,4616
255,3305,4616
527,3305,4986
503,3305,4986
18,3306,1582
494,3306,1582
101,3306,2984
617,3306,2984
494,3306,2984
541,3306,2984
504,3306,2984
504,3306,5880
31,3306,5880
494,3306,5880
76,3307,2974
76,3307,3307
504,3307,3307
509,3307,3307
494,3307,6109
11,3307,6109
509,3307,6109
5,3308,3552
504,3308,3552
494,3308,3552
101,3308,4155
617,3308,4155
494,3308,4155
213,3309,2066
540,3309,2066
617,3310,1816
494,3311,1298
14,3311,1298
13,3312,2656
11,3312,2868
2,3313,4626
494,3313,4626
504,3313,4626
1,3313,4844
494,3313,4844
43,3314,1040
494,3314,1040
509,3314,1040
509,3315,4573
8,3315,4573
8,3316,1313
411,3316,5240
9,3317,4177
9,3317,6054
445,3317,6054
5,3318,1492
172,3319,3067
8,3319,3067
494,3319,3473
1,3319,3473
8,3319,4123
494,3319,4123
59,3320,431
315,3320,1629
547,3320,1629
170,3320,7229
524,3320,7229
548,3321,610
269,3321,610
257,3321,610
347,3321,1821
347,3321,3410
277,3321,3410
494,3322,1874
105,3322,1874
31,3322,5990
449,3323,3399
14,3323,3530
494,3323,3530
15,3323,5779
161,3324,6133
213,3325,3797
213,3325,3847
451,3326,2202
457,3326,3115
6,3326,3752
52,3327,3073
52,3327,3734
489,3328,492
5,3328,2018
494,3328,2018
617,3329,1598
140,3329,2777
617,3329,3672
494,3329,3672
3,3330,1088
342,3331,250
9,3331,2948
397,3331,3733
9,3331,5278
338,3332,1287
1,3332,2476
247,3333,4289
247,3333,4582
170,3333,4582
504,3334,739
193,3334,739
199,3334,739
504,3334,2905
494,3334,2905
169,3334,2905
4,3335,1667
617,3335,4608
617,3335,4742
504,3336,138
16,3336,138
16,3336,2768
10,3337,271
494,3337,271
617,3337,271
494,3337,403
10,3337,403
11,3338,1578
1,3338,3966
2,3338,4808
23,3339,1641
504,3339,3124
8,3339,3124
494,3339,3124
509,3339,3124
1,3340,415
494,3340,415
9,3340,2962
494,3340,2962
178,3341,1700
327,3342,3623
527,3342,3623
269,3342,3623
250,3342,3623
504,3343,1982
494,3343,1982
16,3343,1982
617,3343,2943
504,3343,2943
349,3343,3306
504,3343,3306
617,3343,3306
5,3344,2278
94,3344,3559
494,3345,3611
5,3345,3611
494,3345,4610
10,3345,4610
3,3346,156
24,3346,1245
494,3347,993
6,3347,993
617,3347,993
2,3348,1565
249,3348,1565
1,3349,1133
13,3350,3953
494,3350,3953
357,3350,5894
504,3350,5894
51,3351,1672
617,3351,3721
599,3351,3721
215,3351,4406
494,3351,4406
17,3352,641
215,3352,4167
5,3353,1756
341,3353,4216
513,3354,193
25,3354,193
1,3354,762
11,3355,3542
494,3355,3542
14,3355,3567
504,3355,3567
14,3356,1051
494,3356,1051
486,3356,3050
612,3356,3050
16,3356,4224
494,3356,4224
16,3357,119
11,3358,2868
48,3358,5865
3,3359,2820
295,3360,1312
67,3360,1312
42,3360,1867
494,3360,1867
174,3360,1867
494,3361,2043
8,3361,2043
468,3361,5304
213,3361,5304
504,3362,5259
543,3362,5259
494,3362,5259
9,3362,5259
536,3362,6020
6,3363,2753
6,3363,3374
20,3364,1527
4,3364,2382
5,3364,3007
13,3365,1362
411,3366,5240
20,3367,4433
2,3368,1525
540,3368,1525
4,3368,1888
10,3368,4333
617,3369,5148
292,3370,728
250,3370,1555
105,3371,1874
494,3371,1874
115,3371,3330
494,3371,3330
617,3371,3719
617,3372,584
617,3372,1063
494,3373,2656
13,3373,2656
3,3374,1595
494,3375,3515
2,3375,3515
9,3376,623
3,3376,5070
23,3377,1721
23,3377,3881
23,3377,5161
349,3378,697
13,3378,697
494,3378,697
16,3379,5673
5,3379,5673
5,3380,2674
175,3380,4408
494,3381,4288
109,3381,4288
11,3381,6109
494,3381,6109
338,3382,2146
519,3382,3163
346,3382,3889
549,3382,3889
514,3382,3889
617,3383,1704
59,3383,1704
494,3383,1704
504,3383,1759
247,3383,1759
264,3383,1759
504,3383,3626
2,3383,3626
494,3383,3626
494,3384,353
504,3384,353
13,3384,353
494,3384,439
13,3384,439
494,3385,2255
5,3385,2255
8,3386,2023
217,3387,224
617,3387,1007
494,3387,1007
83,3388,1283
83,3388,3378
338,3388,3868
242,3389,968
32,3389,5201
3,3390,1434
494,3390,1434
494,3390,4684
3,3390,4684
10,3391,3468
40,3391,3540
2,3392,1565
1,3392,2317
3,3393,3532
494,3393,3532
8,3393,4885
494,3393,4885
504,3394,114
9,3394,114
494,3394,114
508,3394,327
23,3394,5692
169,3395,191
169,3396,945
408,3396,945
295,3396,3699
13,3397,121
249,3397,1071
617,3398,1231
517,3398,5162
59,3398,5162
11,3399,1729
581,3399,1729
11,3399,2868
3,3400,5022
260,3401,2051
105,3401,2051
504,3401,4610
10,3401,4610
494,3401,4610
456,3401,6069
412,3402,401
16,3402,401
38,3402,2376
412,3402,2376
494,3403,261
14,3403,261
581,3403,3100
347,3404,816
367,3404,1024
347,3404,1024
351,3404,2524
24,3405,302
494,3405,302
219,3406,1880
67,3406,1880
494,3406,1880
38,3406,3631
16,3407,4766
494,3408,2138
1,3408,2138
477,3409,1652
494,3409,4673
2,3409,4673
540,3409,4673
631,3410,154
389,3410,256
51,3410,256
629,3410,3538
324,3410,3538
59,3411,5624
