InstID,ArticleID,AuthorID
581,4868,20
581,4868,447
249,4869,1976
494,4870,98
2,4870,98
504,4870,98
106,4870,1722
694,4870,1722
616,4870,2266
1,4871,1133
2,4871,2414
1,4871,5328
21,4872,859
252,4872,859
35,4872,3697
409,4872,3702
701,4872,3702
617,4873,1608
40,4873,1608
46,4873,2798
4,4874,3642
23,4875,824
52,4875,3197
494,4876,1218
34,4876,1218
5,4876,4508
494,4876,4508
169,4877,3595
169,4877,5734
13,4878,439
494,4878,1870
8,4878,1870
172,4878,2443
53,4879,1167
40,4879,2823
59,4880,3849
478,4881,5018
18,4881,5018
16,4882,4980
25,4882,5080
5,4883,2913
5,4883,4441
5,4884,310
5,4884,2274
5,4884,4518
4,4885,2931
4,4885,3767
1,4886,4550
11,4887,3266
494,4887,3266
9,4887,4062
102,4887,4395
1,4888,2476
9,4888,4031
1,4888,5406
9,4889,670
4,4889,2931
581,4890,3555
174,4890,5341
1,4891,24
2,4891,3358
494,4892,4626
2,4892,4626
504,4892,4626
2,4893,263
2,4893,5227
708,4894,3652
555,4894,3652
172,4894,4368
504,4895,98
494,4895,98
2,4895,98
1,4895,1934
494,4895,1934
35,4896,282
35,4896,2657
699,4897,407
459,4897,407
578,4897,3170
617,4898,1615
79,4898,2738
494,4899,3448
13,4899,3448
20,4900,2745
291,4900,3569
175,4901,84
321,4901,3547
271,4901,3547
2,4901,3547
504,4901,3547
308,4901,3547
8,4902,2668
6,4902,3752
494,4903,778
11,4903,778
686,4903,3270
494,4904,2645
29,4904,2645
1,4904,4479
11,4904,5653
17,4905,641
8,4906,297
40,4906,1281
412,4906,1281
512,4906,1585
283,4906,1585
6,4906,2313
412,4906,2313
340,4907,260
368,4907,3134
623,4907,3838
617,4908,28
13,4909,3735
43,4910,1177
20,4911,3173
12,4911,6735
81,4912,1688
67,4912,3789
519,4912,5749
4,4913,1667
278,4914,3848
509,4914,5828
340,4914,5828
6,4915,1316
2,4916,666
13,4916,3190
338,4917,1711
10,4917,3883
17,4918,4464
170,4919,381
57,4919,3646
238,4920,1372
339,4920,5233
504,4920,5233
494,4921,2472
1,4921,2472
29,4921,5200
494,4921,5200
29,4921,6138
2,4922,3770
133,4922,5610
617,4923,5258
95,4923,6015
16,4924,1324
512,4924,6210
8,4925,2746
66,4925,3500
617,4926,2677
692,4926,3169
6,4927,2103
494,4927,2103
6,4927,5256
21,4928,4983
617,4929,242
45,4929,3871
502,4930,1975
262,4930,1975
10,4930,2579
247,4930,5691
42,4931,5636
559,4932,5120
306,4932,5120
25,4932,5329
213,4933,4569
494,4933,4569
29,4934,1044
73,4934,1483
62,4934,1601
4,4935,896
617,4935,5612
8,4936,2563
617,4936,2563
434,4936,6079
617,4936,6079
2,4937,3996
495,4937,3996
691,4937,3996
494,4937,3996
11,4937,5222
10,4937,5222
35,4938,3617
336,4939,1829
359,4939,3388
500,4939,3388
504,4940,4398
379,4940,4398
42,4941,3225
42,4941,4291
367,4942,1761
367,4942,1945
367,4942,3590
3,4943,1434
3,4943,4684
581,4943,4684
504,4944,2151
338,4944,2151
519,4944,2151
378,4945,2119
128,4945,2119
269,4945,3514
3,4946,156
24,4946,1042
3,4946,2060
57,4947,4987
2,4948,209
1,4948,2940
102,4948,5002
2,4949,3032
11,4949,5817
578,4950,336
11,4950,336
120,4950,2551
9,4951,4039
2,4952,1986
4,4952,4273
1,4952,4993
180,4953,6011
6,4954,935
3,4954,5732
617,4955,3213
6,4956,1983
519,4956,2151
5,4956,4974
185,4957,536
357,4957,2155
512,4957,2970
283,4957,2970
179,4957,3308
4,4958,5568
2,4959,1621
17,4960,5347
4,4961,6507
64,4962,2620
509,4962,2620
656,4962,2896
64,4962,4504
509,4962,4504
51,4963,2562
176,4963,4570
509,4964,7197
514,4964,7197
378,4964,5825
23,4965,983
305,4965,4646
68,4965,5777
608,4966,1058
95,4966,3233
6,4967,1745
18,4967,3727
617,4968,1073
10,4968,5024
617,4968,5612
78,4968,5612
49,4969,1603
617,4969,5800
103,4970,603
379,4971,480
48,4971,1869
51,4972,273
6,4972,4510
169,4972,5426
14,4973,3773
335,4974,1589
25,4974,2865
578,4974,5307
277,4975,1803
347,4975,2106
277,4975,5510
632,4975,5510
344,4976,5576
248,4977,2520
564,4977,2520
16,4977,4224
8,4977,4549
215,4978,5917
85,4978,5917
5,4979,4873
662,4979,5541
2,4980,1484
1,4980,1996
2,4980,5985
335,4981,687
340,4982,414
104,4982,1202
364,4982,5654
342,4982,5828
389,4983,878
389,4983,1664
596,4984,938
596,4984,4207
596,4984,4443
6,4985,3127
74,4986,632
86,4987,656
86,4987,5414
3,4988,868
9,4988,1180
16,4989,2768
11,4990,881
11,4990,1198
5,4991,310
11,4991,5961
11,4992,3927
25,4993,1620
271,4993,4579
308,4993,4579
9,4994,623
21,4994,1332
21,4994,2198
173,4995,3200
18,4996,254
98,4996,1001
3,4996,2761
100,4996,3987
98,4996,4203
23,4997,983
456,4997,3027
23,4997,4028
47,4997,4028
5,4998,1255
13,4998,1255
616,4999,182
168,4999,4058
616,4999,4521
7,5000,1696
7,5000,3011
44,5000,5288
14,5000,6041
13,5001,3448
170,5002,703
524,5002,703
524,5002,2099
174,5002,2099
5,5002,3552
173,5003,237
174,5003,5165
617,5004,1474
68,5004,1474
617,5004,1547
7,5004,1547
252,5005,105
252,5005,1735
252,5005,2552
23,5006,386
23,5006,544
23,5006,983
23,5006,3493
38,5007,1359
11,5007,4630
319,5008,2324
175,5008,2906
175,5008,5323
4,5009,1715
4,5009,6000
249,5010,1451
2,5010,1451
629,5011,2301
338,5012,4981
337,5012,5787
220,5013,2285
337,5013,2977
114,5014,4985
106,5015,1074
106,5015,5117
594,5015,5504
578,5016,1958
578,5016,2101
21,5017,1916
72,5017,2881
21,5017,4983
17,5018,338
283,5019,759
512,5019,1749
283,5019,1749
283,5019,2048
472,5020,838
37,5020,838
8,5020,2673
617,5020,3081
379,5021,574
169,5021,574
372,5021,1769
402,5021,3886
372,5021,3886
661,5022,5
19,5022,1084
6,5022,2456
445,5023,2726
9,5023,6054
445,5023,6054
18,5024,1582
3,5025,203
11,5025,453
215,5025,1772
20,5026,3633
514,5026,3633
514,5026,5182
178,5026,5182
617,5027,514
2,5027,1354
272,5028,4599
250,5028,6044
16,5029,3957
2,5030,925
5,5030,2949
59,5031,2444
112,5031,6090
33,5032,652
33,5032,4691
17,5033,279
17,5033,3522
17,5033,4464
13,5034,5058
292,5035,376
294,5035,1985
320,5035,1985
344,5035,3653
316,5035,4679
11,5036,606
386,5036,4418
617,5037,1904
61,5037,3017
16,5037,5883
170,5038,1902
499,5038,1902
186,5039,394
49,5039,4845
19,5040,2428
3,5040,2696
2,5040,4176
49,5041,281
255,5041,1718
570,5041,1718
275,5041,3652
340,5042,1100
340,5042,1698
508,5042,4577
340,5042,4577
512,5043,3858
283,5043,3858
248,5043,3858
311,5043,4435
11,5044,2861
364,5044,4243
364,5044,4612
625,5045,2555
9,5045,3810
24,5045,4990
498,5046,4580
501,5046,4580
501,5046,6632
170,5046,6632
498,5046,6632
169,5047,2264
252,5047,2980
5,5048,489
11,5048,1089
1,5048,2472
5,5048,3248
494,5048,3806
1,5048,4931
172,5049,4367
16,5049,5673
3,5050,1348
8,5050,3894
42,5051,2132
11,5051,3122
341,5052,1711
617,5052,3306
472,5052,6123
457,5052,6123
13,5053,3805
5,5053,4247
13,5053,5239
5,5054,91
617,5054,840
5,5054,4590
252,5055,4455
109,5056,4288
11,5056,6109
348,5057,113
8,5057,2043
617,5057,4718
12,5057,4718
24,5058,454
9,5058,6054
445,5058,6054
461,5058,6089
16,5059,2050
17,5059,4464
68,5060,1535
49,5060,1535
174,5061,1867
42,5061,1867
2,5062,4941
518,5062,4941
38,5063,4853
23,5064,824
52,5064,3197
368,5065,887
23,5065,983
341,5065,2379
340,5066,4752
508,5066,5215
340,5066,5215
343,5066,5708
340,5066,5708
5,5067,4873
340,5068,414
104,5068,1202
185,5068,2751
271,5068,3510
271,5069,879
341,5069,1653
2,5069,4281
402,5070,3886
372,5070,3886
372,5070,5097
245,5070,5827
340,5071,414
364,5071,5654
49,5072,2643
52,5072,3036
19,5072,3480
1,5073,117
6,5073,2753
347,5074,435
363,5074,1644
344,5074,1644
357,5074,2109
351,5075,461
321,5075,3357
527,5075,3357
321,5075,4100
527,5075,4100
351,5075,4527
13,5076,6114
11,5077,5817
663,5077,6091
13,5078,185
8,5078,185
13,5078,5998
171,5079,290
170,5079,648
170,5079,5390
169,5080,573
169,5080,3278
617,5081,1785
253,5081,6005
23,5082,386
23,5082,983
274,5082,1522
564,5082,5085
252,5082,5085
48,5083,361
21,5083,4983
44,5083,5292
16,5084,301
16,5084,912
295,5084,912
617,5084,3931
3,5085,2761
3,5085,5138
3,5085,5471
178,5086,240
178,5086,2016
179,5086,4958
16,5202,119
213,5203,4049
1,5204,2539
1,5204,2940
42,5205,1865
343,5205,1865
514,5205,1865
67,5205,3789
402,5205,3789
5,5206,3344
5,5206,4974
478,5207,966
11,5207,1825
48,5208,527
16,5208,1121
48,5208,3739
16,5209,1324
248,5209,6210
512,5209,6210
3,5210,2474
27,5210,5348
30,5211,893
364,5211,1109
44,5211,1109
103,5211,2748
81,5211,3944
581,5212,3536
320,5212,4597
38,5213,3283
38,5213,4005
258,5213,4005
44,5214,760
58,5214,4682
22,5215,2942
2,5216,2032
351,5217,461
321,5217,3357
321,5217,4296
333,5217,4296
571,5217,4296
203,5218,2938
203,5218,4589
617,5219,4321
617,5219,6135
217,5220,554
31,5221,1730
1,5221,6020
449,5221,6020
5,5222,2004
34,5222,3281
617,5222,4787
136,5223,5869
64,5224,4212
6,5224,4939
6,5224,5955
516,5225,734
2,5225,3261
2,5226,9
585,5226,5729
1,5227,1669
2,5227,3996
521,5227,4376
24,5227,4376
10,5227,4376
67,5228,4092
24,5228,5832
172,5229,141
1,5229,306
38,5230,2424
163,5230,2424
21,5230,3528
53,5230,3726
53,5230,4712
2,5231,98
247,5231,1515
164,5231,1515
435,5232,3088
175,5232,5878
20,5232,5878
38,5233,2634
1,5233,5205
10,5234,1786
61,5234,3017
32,5234,6078
617,5234,6078
17,5235,4266
54,5235,4645
1,5236,4063
16,5237,5293
2,5238,2916
1,5238,4369
3,5238,5385
3,5239,203
11,5239,453
169,5240,4089
204,5240,4979
169,5240,5435
170,5240,5435
44,5241,3691
568,5242,1357
66,5242,1357
66,5242,2171
16,5242,2172
66,5242,2172
16,5242,6008
253,5243,42
513,5243,398
347,5243,4513
42,5243,4514
60,5244,4276
13,5245,3328
23,5245,3328
5,5246,5470
170,5247,4463
434,5247,5340
247,5248,1669
1,5248,1669
106,5248,2955
24,5248,2955
521,5248,2955
2,5248,3996
24,5248,3996
521,5248,3996
478,5249,725
617,5249,1733
5,5250,310
22,5250,2995
3,5251,778
2,5251,1986
11,5251,4205
11,5251,4609
48,5252,140
217,5252,3364
8,5253,2703
24,5253,3078
617,5253,3078
9,5253,3810
617,5253,4334
14,5254,5090
14,5254,6041
3,5255,1563
3,5255,3861
169,5256,1974
213,5256,1974
213,5256,3847
22,5257,1521
8,5257,3199
11,5258,3903
14,5258,5116
9,5259,2710
4,5259,5919
6,5260,1459
181,5260,2457
3,5260,2457
170,5260,4463
175,5261,2246
7,5261,5738
12,5262,798
38,5263,3449
236,5264,670
9,5264,670
617,5264,5384
617,5265,251
16,5265,1982
338,5265,4473
16,5266,299
16,5266,1099
17,5266,3720
8,5267,204
68,5267,2069
52,5267,3734
5,5268,2274
5,5268,4518
16,5268,5882
3,5269,2696
3,5269,3861
2,5269,4026
617,5270,693
17,5270,4169
16,5271,119
8,5271,2103
4,5272,5617
115,5273,2199
115,5273,2835
213,5274,464
67,5274,4092
214,5275,3585
572,5275,3585
23,5276,824
106,5276,5117
66,5276,5209
16,5277,3464
2,5277,4164
339,5278,1515
247,5278,1515
339,5278,3671
339,5278,5095
540,5279,1133
1,5279,1133
343,5279,1304
2,5279,2414
540,5279,2414
1,5279,5328
584,5280,2392
598,5280,3062
9,5280,5711
235,5281,3390
242,5281,4240
242,5281,4249
10,5282,5321
16,5283,5690
16,5283,5850
540,5284,1133
1,5284,1133
2,5284,1200
10,5284,3468
2,5284,4578
338,5284,4578
169,5285,2905
169,5285,4214
5,5285,4214
169,5285,4681
2,5285,4681
4,5286,3844
23,5286,3881
8,5287,5819
31,5287,5880
14,5288,625
3,5288,2666
249,5289,2572
38,5290,5743
106,5291,1074
106,5291,5117
9,5292,2537
8,5292,3563
2,5293,116
5,5293,4550
10,5294,3897
665,5294,5297
175,5295,1193
19,5295,5864
578,5296,3804
617,5297,1883
213,5298,464
77,5298,858
13,5298,5257
8,5299,2216
8,5299,5169
23,5300,1721
2,5301,1565
249,5301,2572
518,5302,421
518,5302,4714
64,5303,4212
6,5303,4939
11,5304,316
1,5304,415
6,5304,993
25,5305,81
355,5305,4111
332,5306,1965
174,5306,1965
410,5306,4346
336,5307,2288
16,5308,2951
377,5308,3103
377,5308,4040
393,5308,4040
686,5309,2054
16,5309,2178
169,5309,5857
13,5310,3448
8,5310,3727
10,5310,5519
4,5311,4311
5,5312,158
178,5312,2034
59,5313,3104
654,5313,3119
9,5313,3185
337,5314,340
2,5314,1190
2,5314,1440
9,5315,3692
13,5316,3651
361,5316,5053
199,5316,5053
248,5317,2104
283,5317,2104
540,5317,5734
169,5317,5734
341,5318,596
341,5318,1653
343,5318,3312
372,5319,3139
372,5319,3993
402,5319,3993
372,5319,5699
588,5320,1562
621,5320,3912
383,5321,1753
367,5322,1024
253,5322,1024
347,5322,1024
371,5322,1524
347,5322,1659
371,5322,1659
371,5322,3589
174,5322,3589
257,5322,4572
371,5322,4924
370,5322,4924
51,5323,1647
11,5323,3927
30,5323,5443
17,5324,37
17,5324,1251
17,5324,2361
1,5430,24
1,5430,541
5,5430,3097
2,5430,4754
578,5430,5887
1,5431,1669
2,5431,4754
1,5431,5445
23,5432,1641
4,5432,5568
169,5432,8600
16,5433,1324
512,5433,3394
248,5433,3394
248,5433,6210
512,5433,6210
61,5434,1611
14,5434,4859
14,5435,3855
192,5435,4034
24,5436,3608
1,5436,4694
1,5437,1133
13,5437,1938
339,5437,3324
2,5438,4808
17,5439,5391
44,5440,1683
318,5440,3049
343,5440,5748
514,5440,5748
620,5441,4066
509,5441,4313
510,5441,4313
5,5442,3095
13,5442,3095
24,5442,3939
3,5442,4705
347,5442,4705
18,5443,1582
14,5443,3489
11,5443,6109
391,5444,971
341,5444,4042
340,5444,5218
617,5445,1619
617,5446,1506
38,5446,5325
169,5447,4375
44,5448,2540
235,5448,3396
46,5449,163
31,5449,483
23,5449,3446
32,5449,3673
3,5450,1341
617,5450,1850
10,5451,3183
10,5451,3437
5,5451,4709
5,5452,3874
552,5452,3874
263,5452,5768
5,5452,6029
24,5453,941
174,5453,2528
7,5453,3348
7,5453,4384
20,5454,2005
217,5454,3364
249,5455,1374
297,5455,1377
254,5456,4640
3,5456,5855
2,5457,187
8,5457,3089
52,5458,45
51,5458,667
55,5458,5190
19,5459,128
19,5459,1084
14,5459,4074
19,5459,4309
169,5460,3290
8,5461,2575
14,5462,1030
18,5462,1649
14,5462,6110
3,5463,1348
12,5463,3123
213,5463,4222
3,5464,1595
257,5464,1668
3,5465,1736
273,5465,1771
496,5465,1771
496,5465,3550
627,5466,1844
627,5466,2705
248,5466,3058
252,5466,3058
347,5466,5499
485,5467,1954
215,5467,1981
215,5467,3845
385,5468,3654
382,5468,5657
310,5469,1788
42,5469,1865
310,5469,3069
310,5469,4157
310,5469,4708
4,5470,1286
321,5470,1290
3,5470,5651
23,5471,4614
360,5472,1822
4,5472,2519
347,5473,515
3,5473,2592
3,5473,3861
193,5474,1702
6,5474,1989
10,5475,1786
617,5475,1786
61,5475,3017
32,5476,5412
617,5476,5412
1,5477,215
1,5477,2314
5,5477,3496
5,5477,3749
19,5478,967
8,5478,967
44,5478,1683
68,5478,2936
660,5478,3575
617,5479,687
617,5479,5184
5,5480,1375
38,5481,1813
7,5482,1261
617,5483,540
15,5483,3714
5,5483,4508
430,5484,5790
10,5485,2105
8,5485,2117
617,5485,6058
13,5486,5153
114,5486,5769
14,5487,1318
521,5487,1318
18,5487,2700
521,5487,6009
578,5487,6009
3,5488,156
49,5488,495
49,5488,3887
4,5489,147
11,5489,1175
11,5489,1567
11,5489,1578
13,5490,1503
1,5490,4250
252,5491,105
252,5491,2552
14,5492,1298
1,5493,1133
2,5493,2414
1,5493,5328
617,5494,1063
617,5494,1598
425,5494,5528
2,5495,4626
12,5495,4974
51,5496,1429
5,5496,1616
9,5496,2925
2,5496,5670
5,5497,2949
5,5497,3580
2,5497,4179
5,5498,4873
662,5498,5541
9,5499,1556
9,5499,3131
24,5500,457
233,5500,531
5,5501,825
20,5501,2419
5,5502,825
20,5502,2419
257,5503,610
347,5503,1821
277,5503,3410
578,5504,1092
482,5504,2044
482,5504,2292
393,5505,2405
13,5505,2405
192,5505,3132
249,5506,4397
238,5506,6127
272,5506,6127
217,5507,459
217,5507,862
686,5508,3959
20,5508,4433
17,5509,3744
6,5509,3752
429,5509,4099
412,5510,401
16,5510,401
412,5510,481
11,5511,2676
13,5511,3512
169,5512,766
265,5512,3667
339,5512,4277
5,5513,1616
17,5513,2829
20,5514,3046
9,5514,3872
251,5515,1018
25,5515,1620
271,5515,4579
15,5516,2563
617,5516,2984
7,5516,2984
252,5517,871
248,5517,871
169,5517,2969
178,5517,4089
11,5518,358
50,5518,3984
11,5518,5902
9,5518,6001
1,5519,3966
509,5519,4291
42,5519,4291
512,5520,2104
248,5520,2104
17,5521,4266
54,5521,4645
11,5522,4254
9,5522,5535
213,5523,3862
1,5524,215
5,5524,3496
5,5524,3749
215,5524,4447
44,5524,5445
1,5525,932
13,5525,1758
13,5525,3908
19,5526,3962
169,5527,2905
3,5527,3553
2,5527,4578
367,5528,1593
399,5528,1593
253,5528,1593
18,5528,2785
509,5528,2785
583,5528,5388
509,5528,5388
340,5529,1338
342,5529,5368
292,5530,376
169,5530,4292
247,5530,4292
17,5530,4994
254,5531,4072
169,5531,5316
374,5532,254
18,5532,1649
582,5532,2350
59,5533,431
212,5533,1894
212,5533,3331
9,5534,4177
9,5534,6004
9,5534,6054
445,5534,6054
509,5535,4726
16,5535,4726
107,5536,902
372,5537,1123
343,5537,3794
402,5537,3794
402,5537,3886
372,5537,3886
347,5537,5379
341,5538,131
2,5538,131
341,5538,736
308,5538,4695
279,5538,4695
480,5539,3076
2,5539,4673
2,5540,98
255,5540,98
1,5540,1934
342,5540,2039
1,5541,4369
59,5541,5624
13,5542,3953
357,5542,5894
341,5543,1726
9,5543,3375
8,5543,3375
8,5543,6018
469,5544,5306
22,5544,6065
578,5545,774
617,5545,3926
24,5546,183
24,5546,2228
4,5547,896
3,5548,1595
5,5548,1831
5,5548,4441
445,5548,6054
9,5548,6054
16,5549,3211
13,5549,6050
14,5550,5395
6,5551,3581
13,5552,439
3,5552,6125
8,5553,2290
529,5553,3655
22,5554,1455
3,5554,1561
52,5554,2291
7,5555,2746
8,5555,3199
173,5556,1065
2,5556,4164
16,5556,5261
16,5556,5959
12,5557,2695
580,5557,3842
11,5557,4393
68,5558,1219
16,5558,3957
2,5559,5043
3,5559,5471
118,5671,2548
13,5671,3016
106,5672,2955
5,5672,4376
2,5673,1565
309,5673,2301
629,5673,2301
477,5673,3083
617,5673,3083
629,5673,4467
309,5673,4467
19,5674,3154
170,5674,4116
38,5675,3411
9,5676,1006
9,5676,4062
341,5677,1653
341,5677,2196
242,5677,5764
19,5678,954
336,5679,143
336,5679,578
336,5679,1645
397,5679,2459
111,5679,2459
48,5680,5451
62,5680,5999
337,5681,2749
4,5681,4826
5,5682,4335
412,5683,4710
170,5683,4710
623,5684,2433
262,5685,65
261,5685,65
322,5685,1168
527,5685,1168
322,5685,3514
269,5685,3514
340,5686,5211
258,5687,1172
1,5687,1195
14,5688,6064
6,5689,1148
3,5690,1636
3,5690,3527
4,5690,3708
252,5691,5847
248,5691,5847
16,5691,6008
171,5692,345
171,5692,5527
294,5693,1732
255,5693,2045
255,5693,4991
255,5693,5773
584,5694,142
513,5694,3187
513,5694,4233
24,5695,302
24,5695,2513
6,5696,926
345,5696,3203
20,5696,4631
169,5697,709
11,5697,1567
169,5697,2153
255,5698,1966
169,5698,1966
36,5698,1984
173,5698,2019
21,5699,640
22,5700,1455
3,5700,1561
52,5700,2291
2,5701,146
14,5701,6093
26,5702,463
11,5702,3972
118,5703,2548
13,5703,3016
59,5704,4308
59,5704,5624
181,5705,2457
3,5705,2457
35,5705,4536
165,5705,4536
3,5705,5017
105,5706,1040
42,5706,2132
258,5707,1172
1,5707,1195
20,5707,2008
9,5708,207
6,5708,4510
9,5708,5259
24,5709,1627
667,5709,2874
1,5709,4160
2,5709,5038
252,5710,2108
10,5710,4217
50,5711,3984
9,5711,6001
4,5712,1667
292,5712,3309
13,5713,2722
13,5713,4237
247,5714,1242
249,5714,3625
264,5714,4581
247,5714,4581
278,5715,1961
182,5715,5879
278,5715,5879
169,5716,498
213,5716,3639
317,5717,4359
11,5717,5501
6,5718,424
19,5719,1764
52,5719,3036
19,5719,3480
19,5719,5628
588,5720,1273
13,5720,2931
8,5720,4209
598,5720,4935
169,5721,5564
68,5722,1476
617,5723,311
617,5723,927
92,5723,927
201,5724,365
343,5724,888
388,5724,5217
508,5724,5217
11,5725,558
11,5726,1567
2,5726,2870
2,5726,4688
13,5727,472
13,5727,2260
68,5728,577
4,5728,4826
545,5728,6145
202,5728,6145
22,5729,1467
222,5729,3688
52,5730,478
12,5730,3508
68,5731,4158
8,5732,2959
105,5733,2717
23,5733,3881
248,5733,5551
283,5733,5551
34,5734,1218
100,5734,1900
16,5735,5004
11,5736,3876
19,5736,4309
215,5737,2157
24,5737,4247
617,5737,5244
13,5738,2042
496,5738,2588
581,5738,4294
412,5739,1586
13,5739,4512
13,5739,5153
23,5740,3328
171,5741,1763
263,5741,3130
5,5742,1046
5,5742,2949
5,5742,3496
657,5742,4180
5,5743,825
26,5743,2440
10,5743,3945
121,5743,4098
254,5744,38
24,5744,457
14,5744,3770
658,5744,3770
1,5745,5623
52,5745,5972
170,5746,381
617,5746,3646
171,5747,502
169,5747,502
498,5747,1379
247,5747,1606
13,5748,3426
616,5748,3836
616,5748,4989
185,5749,1708
3,5749,2761
180,5749,6118
45,5750,482
68,5750,1852
29,5751,3888
29,5751,5374
617,5752,1995
3,5752,2724
617,5752,3947
22,5753,2942
3,5754,132
514,5755,1635
508,5755,1635
56,5756,2237
5,5756,5585
22,5756,6063
17,5757,1897
16,5758,2226
2,5758,5755
1,5759,3966
2,5759,4754
3,5760,2696
3,5760,3861
8,5760,4026
2,5761,551
23,5761,3857
5,5761,3874
552,5761,3874
105,5762,1619
617,5762,2789
4,5763,557
3,5764,116
178,5764,1700
5,5764,4550
179,5765,232
178,5765,240
387,5765,3212
179,5765,4958
52,5766,2511
367,5766,4613
52,5766,5539
626,5767,3206
4,5768,2279
586,5768,2543
5,5768,3727
668,5768,5991
626,5769,2541
8,5769,2575
562,5769,4922
219,5769,4922
255,5770,98
2,5770,98
255,5770,1531
17,5771,641
17,5771,1897
14,5771,3291
412,5771,3291
341,5772,1726
8,5772,3375
9,5772,3375
8,5772,6018
212,5773,429
169,5773,498
8,5774,128
19,5774,1084
14,5774,4074
19,5774,4309
617,5775,484
617,5775,1979
509,5775,1979
16,5775,1982
9,5775,3025
2,5776,197
249,5777,5651
169,5778,191
169,5779,119
16,5779,120
170,5779,4235
617,5780,584
617,5780,1063
216,5780,1699
13,5781,185
13,5781,3545
13,5781,7316
7,5782,1261
13,5783,550
38,5784,521
412,5784,1464
13,5784,1464
411,5784,1517
20,5785,3737
2,5786,9
9,5786,3185
215,5787,1772
3,5787,3677
215,5787,3845
13,5788,1186
43,5788,2649
13,5788,2941
13,5788,3339
346,5788,3339
588,5789,2558
18,5789,2785
2,5789,3032
14,5789,3346
588,5789,5055
3,5789,5486
169,5790,3355
169,5790,5316
8,5791,157
21,5791,404
7,5791,5845
617,5791,5845
95,5792,3494
24,5792,3788
3,5793,4704
175,5794,25
524,5794,25
548,5794,610
257,5794,610
16,5794,1692
277,5794,3410
23,5795,3446
552,5795,3874
5,5795,3874
425,5796,5528
425,5796,5921
514,5797,543
357,5797,543
357,5797,2755
6,5798,1870
8,5798,2057
4,5799,3767
4,5799,6106
24,5800,1121
16,5800,5883
597,5801,4920
451,5801,5259
9,5801,5259
597,5801,6124
169,5802,1966
2,5802,3626
520,5802,5645
250,5802,5645
38,5803,3317
4,5804,4135
263,5805,239
278,5805,239
219,5805,1325
13,5805,4224
345,5806,259
613,5806,259
170,5806,3593
613,5806,3593
10,5807,3660
10,5807,5321
213,5808,2178
16,5808,2768
65,5809,5513
342,5810,1755
278,5810,3848
343,5810,5701
343,5810,5828
363,5811,1054
403,5811,1054
346,5811,5370
234,5812,4378
343,5812,4735
234,5812,6108
108,5813,21
212,5813,3531
341,5814,1653
344,5814,2593
267,5814,2593
620,5815,2665
620,5815,5812
252,5816,2973
9,5817,1556
9,5817,3131
3,5818,619
2,5818,1986
13,5819,472
249,5819,4600
524,5819,4667
200,5819,4667
13,5820,1155
8,5820,5814
21,5820,6049
228,5821,3785
24,5821,4665
228,5821,6045
261,5821,6045
29,5822,2645
452,5822,3113
29,5822,5200
452,5822,5421
2,5823,4808
9,5823,5535
2,5824,1207
51,5824,1429
17,5824,3127
2,5824,5670
2,5825,961
3,5826,156
3,5826,775
3,5826,1570
16,5827,607
222,5828,174
222,5828,2203
222,5828,2229
4,5829,1667
292,5829,3309
258,5830,4104
26,5831,4384
44,5831,5399
11,5831,5506
657,5831,5506
20,5832,2621
215,5832,3039
5,5833,145
1,5833,1133
12,5834,225
617,5834,5013
32,5834,5013
340,5835,866
514,5835,5121
373,5835,5121
36,5836,1262
36,5836,3201
112,5837,311
617,5837,1552
443,5838,5308
445,5839,5529
445,5839,6079
15,5839,6079
68,5939,1051
11,5939,5252
170,5939,5569
267,5939,5931
347,5939,5931
250,5940,1702
170,5940,1702
498,5940,1812
313,5940,1812
250,5940,2599
170,5940,2599
171,5940,2691
34,5941,854
34,5941,1218
344,5941,2402
344,5941,4727
6,5942,4152
2,5942,4164
213,5943,1356
186,5943,5619
232,5943,5619
14,5944,5116
49,5945,1124
105,5945,2798
21,5946,1415
14,5946,3921
8,5947,989
8,5947,1471
20,5947,2451
6,5947,4199
360,5948,346
170,5948,870
62,5949,546
5,5949,3007
513,5949,4383
175,5950,6112
3,5951,4956
3,5951,5855
248,5952,123
252,5952,123
10,5952,391
5,5952,627
659,5952,1047
425,5952,2734
513,5952,2734
522,5952,3359
277,5953,3065
632,5953,3065
617,5953,3818
4,5953,4273
12,5954,3353
335,5955,180
46,5955,3910
20,5956,2005
345,5956,3203
170,5956,3593
613,5956,3593
16,5957,1982
617,5957,2943
349,5957,3306
545,5958,4072
254,5958,4072
617,5958,5005
212,5959,2194
275,5960,375
555,5960,375
174,5960,1965
555,5960,5189
275,5960,5189
24,5961,1627
16,5961,2570
2,5961,4176
514,5962,4282
343,5962,4282
517,5962,4892
514,5962,5394
193,5962,5394
116,5963,1685
617,5963,3691
31,5963,5880
20,5964,928
13,5964,1587
412,5964,1587
23,5964,1721
248,5965,3336
252,5965,3336
24,5966,992
5,5966,3807
5,5967,310
16,5967,2273
411,5967,2274
178,5967,2274
31,5968,1363
6,5968,3090
51,5968,6043
2,5969,1740
250,5969,4648
169,5970,3400
199,5970,3400
199,5970,4086
169,5970,4086
169,5970,4699
199,5970,4699
292,5970,5815
169,5971,82
375,5971,347
277,5971,3588
10,5972,1482
617,5972,1549
35,5973,282
35,5973,2657
215,5974,1754
540,5974,4569
213,5974,4569
106,5974,4971
2,5975,2870
9,5975,2925
